id,rate,iupac_rate,reaction,category,time_stamp,datasheet
7554,KNO3AL*8.5,none,ETBECCHO + NO3 = ETBECCO3 + HNO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
7555,KAPNO,none,ETBECCO3 + NO = MTBEAO2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
7556,KRO2NO3*1.74,none,ETBECCO3 + NO3 = MTBEAO2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
7557,KFPAN,none,ETBECCO3 + NO2 = ETBECPAN,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
7558,KBPAN,none,ETBECPAN = ETBECCO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
7559,KAPHO2*0.56,none,ETBECCO3 + HO2 = ETBECCO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
7560,1.00D-11*RO2,none,ETBECCO3 = MTBEAO2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
7561,7.32D-12,none,ETBECPAN + OH = MTBEACHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
7562,J<41>,none,ETBECCO3H = MTBEAO2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
7563,1.09D-11,none,ETBECCO3H + OH = ETBECCO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
7564,1.53D-11,none,ETBECOH + OH = ETBECCHO + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
7565,5.97D-13*EXP(134/TEMP)*0.096,none,ETHFORM + OH = C2H5O2,categories/jenkin-1997-3_10_1-master.htt,2.00403E+13,
7566,3.35D-12*EXP(-449/TEMP)*0.121,none,MTBEACHO + OH = TC4H9O2,categories/jenkin-1997-3_10_1-master.htt,2.01103E+13,
5919,4.10D-12*EXP(325/TEMP)*0.533,none,MO2EOL + OH = MO2EOLAO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
5920,4.10D-12*EXP(325/TEMP)*0.358,none,MO2EOL + OH = MEMOXYCHO + HO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
5921,4.10D-12*EXP(325/TEMP)*0.109,none,MO2EOL + OH = MO2EOLBO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
5922,1.53D-15*0.915,none,MO2EOL + NO3 = MO2EOLAO2 + HNO3,categories/saunders-2003-4_3_1-master.htt,2.00403E+13,
5923,1.53D-15*0.085,none,MO2EOL + NO3 = MO2EOLBO2 + HNO3,categories/saunders-2003-4_3_1-master.htt,2.00403E+13,
5924,KRO2NO*0.977,none,MO2EOLAO2 + NO = MO2EOLAO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5925,KRO2NO*0.023,none,MO2EOLAO2 + NO = MO2EOLANO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5926,KDEC,none,MO2EOLAO = CH3OCHO + HCHO + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
5927,KRO2NO3,none,MO2EOLAO2 + NO3 = MO2EOLAO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
5928,KRO2HO2*0.520*0.6,none,MO2EOLAO2 + HO2 = MO2EOLAOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
5929,KRO2HO2*0.520*0.4,none,MO2EOLAO2 + HO2 = MOXCOCH2OH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
5930,8.80D-13*0.6*RO2,none,MO2EOLAO2 = MO2EOLAO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5931,8.80D-13*0.2*RO2,none,MO2EOLAO2 = MOXCOCH2OH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5932,8.80D-13*0.2*RO2,none,MO2EOLAO2 = MO2EOLA2OH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5933,4.32D-12,none,MO2EOLANO3 + OH = MOXCOCH2OH + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
5934,J<41>,none,MO2EOLAOOH = MO2EOLAO + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5935,1.96D-10,none,MO2EOLAOOH + OH = MOXCOCH2OH + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
5936,5.36D-11,none,MO2EOLA2OH + OH = MOXCOCH2OH + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
5937,2.52D-13,none,MOXCOCH2OH + OH = MOXYCOCHO + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
5938,J<34>,none,MOXYCOCHO = HO2 + CO + CH3O2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5939,2.16D-13,none,MOXYCOCHO + OH = CHOCOMOXO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
5940,KRO2NO,none,CHOCOMOXO2 + NO = CHOCOMOXO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5941,KDEC,none,CHOCOMOXO = HCHO + HO2 + CO,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
5942,KRO2NO3,none,CHOCOMOXO2 + NO3 = CHOCOMOXO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
5943,KRO2HO2*0.520,none,CHOCOMOXO2 + HO2 = ALCOMOXOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
5944,2.00D-12*RO2,none,CHOCOMOXO2 = CHOCOMOXO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5945,J<41>,none,ALCOMOXOOH = CHOCOMOXO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5946,1.99D-11,none,ALCOMOXOOH + OH = CHOCOMOXO2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
5947,KRO2NO*0.981,none,MO2EOLBO2 + NO = MO2EOLBO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5948,KRO2NO*0.019,none,MO2EOLBO2 + NO = MO2EOLBNO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5949,KDEC,none,MO2EOLBO = ETOHOCHO + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
5950,KRO2NO3,none,MO2EOLBO2 + NO3 = MO2EOLBO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
5951,KRO2HO2*0.520*0.6,none,MO2EOLBO2 + HO2 = MO2EOLBOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
5952,KRO2HO2*0.520*0.4,none,MO2EOLBO2 + HO2 = ETOHOCHO,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
5953,8.80D-13*0.6*RO2,none,MO2EOLBO2 = MO2EOLBO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5954,8.80D-13*0.2*RO2,none,MO2EOLBO2 = ETOHOCHO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5955,8.80D-13*0.2*RO2,none,MO2EOLBO2 = MO2EOLB2OH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5956,1.12D-11,none,MO2EOLBNO3 + OH = MO2EOLBO + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
5957,J<53>,none,MO2EOLBNO3 = MO2EOLBO + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5958,J<41>,none,MO2EOLBOOH = MO2EOLBO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5959,7.68D-11,none,MO2EOLBOOH + OH = ETOHOCHO + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
5960,2.77D-11,none,MO2EOLB2OH + OH = ETOHOCHO + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
5961,5.34D-12,none,ETOHOCHO + OH = MOXY2CHO + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
5962,2.10D-11,none,MOXY2CHO + OH = CHOOMCO3,categories/jenkin-1997-3_10_1-master.htt,2.01103E+13,
5963,KNO3AL*2.4,none,MOXY2CHO + NO3 = CHOOMCO3 + HNO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
5964,J<15>,none,MOXY2CHO = CHOOCH2O2 + HO2 + CO,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5965,KAPNO,none,CHOOMCO3 + NO = CHOOCH2O2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5966,KFPAN,none,CHOOMCO3 + NO2 = CHOOMPAN,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
5967,KBPAN,none,CHOOMPAN = CHOOMCO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
5968,KRO2NO3*1.74,none,CHOOMCO3 + NO3 = CHOOCH2O2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
5969,KAPHO2*0.41,none,CHOOMCO3 + HO2 = CHOOMCO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
5970,KAPHO2*0.15,none,CHOOMCO3 + HO2 = CHOOMCO2H + O3,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
5971,1.00D-11*0.7*RO2,none,CHOOMCO3 = CHOOCH2O2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5972,1.00D-11*0.3*RO2,none,CHOOMCO3 = CHOOMCO2H,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5973,9.55D-13,none,CHOOMPAN + OH = CHOOCHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
5974,J<41>,none,CHOOMCO3H = CHOOCH2O2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5975,4.55D-12,none,CHOOMCO3H + OH = CHOOMCO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
5976,9.90D-13,none,CHOOMCO2H + OH = CHOOCH2O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
5977,J<15>,none,MEMOXYCHO = HO2 + CO + CH3OCH2O2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5978,KNO3AL*2.4,none,MEMOXYCHO + NO3 = HNO3 + MEMOXYCO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
5979,2.56D-11,none,MEMOXYCHO + OH = MEMOXYCO3,categories/jenkin-1997-3_10_1-master.htt,2.00403E+13,
5980,KAPNO,none,MEMOXYCO3 + NO = CH3OCH2O2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5981,KFPAN,none,MEMOXYCO3 + NO2 = MEMOXYPAN,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
5982,KBPAN,none,MEMOXYPAN = MEMOXYCO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
5983,KRO2NO3*1.74,none,MEMOXYCO3 + NO3 = CH3OCH2O2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
5984,KAPHO2*0.41,none,MEMOXYCO3 + HO2 = MEMOXYCO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
5985,KAPHO2*0.15,none,MEMOXYCO3 + HO2 = MEMOXYCO2H + O3,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
5986,1.00D-11*0.7*RO2,none,MEMOXYCO3 = CH3OCH2O2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5987,1.00D-11*0.3*RO2,none,MEMOXYCO3 = MEMOXYCO2H,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
5988,4.76D-12,none,MEMOXYPAN + OH = CH3OCHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
5989,J<41>,none,MEMOXYCO3H = CH3OCH2O2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
5990,8.35D-12,none,MEMOXYCO3H + OH = MEMOXYCO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
5991,4.79D-12,none,MEMOXYCO2H + OH = CH3OCH2O2,categories/jenkin-1997-3_10_6-master.htt,2.00403E+13,
5992,1.80D-11*0.399,none,EOX2EOL + OH = EOX2EOLAO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
5993,1.80D-11*0.333,none,EOX2EOL + OH = EOX2EOLBO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
5994,1.80D-11*0.268,none,EOX2EOL + OH = EOX2ETCHO + HO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
5995,2.80D-15*0.5,none,EOX2EOL + NO3 = EOX2EOLAO2 + HNO3,categories/saunders-2003-4_3_1-master.htt,2.00403E+13,
5996,2.80D-15*0.5,none,EOX2EOL + NO3 = EOX2EOLBO2 + HNO3,categories/saunders-2003-4_3_1-master.htt,2.00403E+13,
5997,KRO2NO*0.959,none,EOX2EOLAO2 + NO = EOX2EOLAO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5998,KRO2NO*0.041,none,EOX2EOLAO2 + NO = EOX2OLANO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
5999,KDEC,none,EOX2EOLAO = ETHFORM + HCHO + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
6000,KRO2NO3,none,EOX2EOLAO2 + NO3 = EOX2EOLAO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
6001,KRO2HO2*0.625*0.6,none,EOX2EOLAO2 + HO2 = EOX2OLAOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6002,KRO2HO2*0.625*0.4,none,EOX2EOLAO2 + HO2 = EOX2COMEOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6003,8.80D-13*0.6*RO2,none,EOX2EOLAO2 = EOX2EOLAO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6004,8.80D-13*0.2*RO2,none,EOX2EOLAO2 = EOX2COMEOH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6005,8.80D-13*0.2*RO2,none,EOX2EOLAO2 = EOX2ETA2OH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6006,J<54>,none,EOX2OLANO3 = EOX2EOLAO + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6007,8.78D-12,none,EOX2OLANO3 + OH = EOX2COMEOH + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
6008,J<41>,none,EOX2OLAOOH = EOX2EOLAO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6009,2.00D-10,none,EOX2OLAOOH + OH = EOX2COMEOH + HO2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6010,5.80D-11,none,EOX2ETA2OH + OH = EOX2COMEOH + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6011,1.48D-12,none,EOX2COMEOH + OH = HOACETETO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6012,KRO2NO,none,HOACETETO2 + NO = HOACETETO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6013,KDEC,none,HOACETETO = CH3CHO + HCHO + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
6014,KRO2NO3,none,HOACETETO2 + NO3 = HOACETETO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
6015,KRO2HO2*0.625,none,HOACETETO2 + HO2 = HOACETEOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6016,8.80D-13*RO2,none,HOACETETO2 = HOACETETO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6017,J<41>,none,HOACETEOOH = HOACETETO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6018,3.95D-11,none,HOACETEOOH + OH = HOACETETO2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6019,KRO2NO*0.917,none,EOX2EOLBO2 + NO = EOX2EOLBO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6020,KRO2NO*0.083,none,EOX2EOLBO2 + NO = EOX2OLBNO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6021,KDEC,none,EOX2EOLBO = ETOHOCHO + CH3O2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
6022,KRO2NO3,none,EOX2EOLBO2 + NO3 = EOX2EOLBO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
6023,KRO2HO2*0.625*0.6,none,EOX2EOLBO2 + HO2 = EOX2OLBOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6024,KRO2HO2*0.625*0.4,none,EOX2EOLBO2 + HO2 = ETACETOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6025,8.80D-13*0.6*RO2,none,EOX2EOLBO2 = EOX2EOLBO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6026,8.80D-13*0.2*RO2,none,EOX2EOLBO2 = ETACETOH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6027,8.80D-13*0.2*RO2,none,EOX2EOLBO2 = EOX2ETB2OH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6028,1.24D-11,none,EOX2OLBNO3 + OH = ETACETOH + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
6029,J<54>,none,EOX2OLBNO3 = EOX2EOLBO + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6030,J<41>,none,EOX2OLBOOH = EOX2EOLBO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6031,1.59D-10,none,EOX2OLBOOH + OH = ETACETOH + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6032,4.85D-11,none,EOX2ETB2OH + OH = ETACETOH + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6033,5.34D-12,none,ETACETOH + OH = ACETETCHO + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6034,KNO3AL*4.0,none,ACETETCHO + NO3 = HNO3 + ACETMECO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
6035,J<15>,none,ACETETCHO = HO2 + CO + METHACETO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6036,2.18D-11,none,ACETETCHO + OH = ACETMECO3,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6037,KAPNO,none,ACETMECO3 + NO = METHACETO2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6038,KFPAN,none,ACETMECO3 + NO2 = ACETMEPAN,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
6039,KBPAN,none,ACETMEPAN = ACETMECO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
6040,KRO2NO3*1.74,none,ACETMECO3 + NO3 = METHACETO2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
6041,KAPHO2*0.56,none,ACETMECO3 + HO2 = ACETMECO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
6042,1.00D-11*RO2,none,ACETMECO3 = METHACETO2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6043,9.55D-13,none,ACETMEPAN + OH = METACETHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
6044,J<41>,none,ACETMECO3H = METHACETO2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6045,4.55D-12,none,ACETMECO3H + OH = ACETMECO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6046,J<15>,none,EOX2ETCHO = HO2 + CO + ETOMEO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6047,3.00D-11,none,EOX2ETCHO + OH = EOX2MECO3,categories/jenkin-1997-3_10_1-master.htt,2.00403E+13,
6048,KNO3AL*4.0,none,EOX2ETCHO + NO3 = HNO3 + EOX2MECO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
6049,KAPNO,none,EOX2MECO3 + NO = ETOMEO2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6050,KRO2NO*0.981,none,ETOMEO2 + NO = ETOMEO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6051,KRO2NO*0.019,none,ETOMEO2 + NO = ETOMENO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6052,KROPRIM*O2,none,ETOMEO = HO2 + ETHFORM,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
6053,KFPAN,none,EOX2MECO3 + NO2 = ETOMEPAN,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
6054,KBPAN,none,ETOMEPAN = EOX2MECO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
6055,KRO2NO3*1.74,none,EOX2MECO3 + NO3 = ETOMEO2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
6056,KAPHO2*0.41,none,EOX2MECO3 + HO2 = ETOMECO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
6057,KAPHO2*0.15,none,EOX2MECO3 + HO2 = ETOMECO2H + O3,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
6058,1.00D-11*0.7*RO2,none,EOX2MECO3 = ETOMEO2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6059,1.00D-11*0.3*RO2,none,EOX2MECO3 = ETOMECO2H,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6060,KRO2NO3,none,ETOMEO2 + NO3 = ETOMEO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
6061,KRO2HO2*0.520*0.6,none,ETOMEO2 + HO2 = ETOMEOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6062,KRO2HO2*0.520*0.4,none,ETOMEO2 + HO2 = ETHFORM,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6063,2.00D-12*0.6*RO2,none,ETOMEO2 = ETOMEO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6064,2.00D-12*0.2*RO2,none,ETOMEO2 = ETHFORM,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6065,2.00D-12*0.2*RO2,none,ETOMEO2 = ETOMEOH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6066,9.18D-12,none,ETOMEPAN + OH = ETHFORM + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
6067,J<41>,none,ETOMECO3H = ETOMEO2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6068,1.28D-11,none,ETOMECO3H + OH = EOX2MECO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6069,9.22D-12,none,ETOMECO2H + OH = ETOMEO2,categories/jenkin-1997-3_10_6-master.htt,2.00403E+13,
6070,J<53>,none,ETOMENO3 = ETOMEO + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6071,6.22D-12,none,ETOMENO3 + OH = ETHFORM + NO2,categories/uncategorised.htt,2.01101E+13,
6072,J<41>,none,ETOMEOOH = ETOMEO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6073,7.54D-11,none,ETOMEOOH + OH = ETHFORM + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6074,2.27D-11,none,ETOMEOH + OH = ETHFORM + HO2,categories/uncategorised.htt,2.01101E+13,
6075,1.59D-11*0.417,none,PR2OHMOX + OH = PRONEMOX + HO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
6076,1.59D-11*0.484,none,PR2OHMOX + OH = PR2OHMOXO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
7567,1.59D-11*0.099,none,PR2OHMOX + OH = H2C3OCO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
6077,3.76D-15,none,PR2OHMOX + NO3 = PR2OHMOXO2 + HNO3,categories/saunders-2003-4_3_1-master.htt,2.00403E+13,
6078,KRO2NO*0.959,none,PR2OHMOXO2 + NO = PR2OHMOXO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6079,KRO2NO*0.041,none,PR2OHMOXO2 + NO = PR2OHMONO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6080,KDEC,none,PR2OHMOXO = CH3OCHO + CH3CHO + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
6081,KRO2NO3,none,PR2OHMOXO2 + NO3 = PR2OHMOXO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
6082,KRO2HO2*0.625*0.6,none,PR2OHMOXO2 + HO2 = PR2OHMOOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6083,KRO2HO2*0.625*0.4,none,PR2OHMOXO2 + HO2 = ETOHCO2M,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6084,8.80D-13*0.6*RO2,none,PR2OHMOXO2 = PR2OHMOXO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6085,8.80D-13*0.2*RO2,none,PR2OHMOXO2 = ETOHCO2M,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6086,8.80D-13*0.2*RO2,none,PR2OHMOXO2 = PROH2MOX,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6087,5.56D-12,none,PR2OHMONO3 + OH = ETOHCO2M + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
6088,J<41>,none,PR2OHMOOOH = PR2OHMOXO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6089,2.00D-10,none,PR2OHMOOOH + OH = ETOHCO2M + HO2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
6090,5.82D-11,none,PROH2MOX + OH = ETOHCO2M + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6091,8.86D-12,none,ETOHCO2M + OH = MCOCOMOX + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6092,J<22>,none,PRONEMOX = CH3CO3 + CH3OCH2O2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
6093,4.87D-12,none,PRONEMOX + OH = PRONEMOXO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
6094,KRO2NO,none,PRONEMOXO2 + NO = PRONEMOXO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
6095,KDEC,none,PRONEMOXO = CH3OCHO + CH3CO3,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
6096,KRO2NO3,none,PRONEMOXO2 + NO3 = PRONEMOXO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
6097,KRO2HO2*0.625*0.6,none,PRONEMOXO2 + HO2 = PRONEMOOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6098,KRO2HO2*0.625*0.4,none,PRONEMOXO2 + HO2 = MCOCOMOX,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
6099,8.80D-13*0.6*RO2,none,PRONEMOXO2 = PRONEMOXO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6100,8.80D-13*0.2*RO2,none,PRONEMOXO2 = MCOCOMOX,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
6101,8.80D-13*0.2*RO2,none,PRONEMOXO2 = PRONEMOXOH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
