id,rate,iupac_rate,reaction,category,time_stamp,datasheet
2140,KNO3AL*8.5,none,NO3 + H3M3C5CHO = H3M3C5CO3 + HNO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
2141,KAPNO,none,H3M3C5CO3 + NO = H3M3C5O2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2142,KRO2NO*0.948,none,H3M3C5O2 + NO = H3M3C5O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2143,KRO2NO*0.052,none,H3M3C5O2 + NO = H3M3C5NO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2144,2.58D+11*EXP(-3430/TEMP),none,H3M3C5O = H13M3C5O2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2145,KRO2NO*0.974,none,H13M3C5O2 + NO = H13M3C5O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2146,KRO2NO*0.026,none,H13M3C5O2 + NO = H13M3C5NO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2147,2.00D+14*EXP(-4909/TEMP),none,H13M3C5O = CH3CHO + MEKAOH + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2148,KRO2NO3*1.74,none,H3M3C5CO3 + NO3 = H3M3C5O2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2149,KAPHO2*0.41,none,H3M3C5CO3 + HO2 = H3M3C5CO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
2150,KAPHO2*0.15,none,H3M3C5CO3 + HO2 = H3M3C5CO2H + O3,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
2151,1.00D-11*0.7*RO2,none,H3M3C5CO3 = H3M3C5O2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2152,1.00D-11*0.3*RO2,none,H3M3C5CO3 = H3M3C5CO2H,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2153,KFPAN,none,H3M3C5CO3 + NO2 = C7PAN1,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
2154,KBPAN,none,C7PAN1 = H3M3C5CO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
2155,KRO2NO3,none,H3M3C5O2 + NO3 = H3M3C5O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
2156,KRO2HO2*0.706,none,H3M3C5O2 + HO2 = H3M3C5OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2157,1.30D-12*0.6*RO2,none,H3M3C5O2 = H3M3C5O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2158,1.30D-12*0.2*RO2,none,H3M3C5O2 = H13M3C5,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2159,1.30D-12*0.2*RO2,none,H3M3C5O2 = H3M3C4CHO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2160,KRO2NO3,none,H13M3C5O2 + NO3 = H13M3C5O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
2161,KRO2HO2*0.706,none,H13M3C5O2 + HO2 = H13M3C5OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2162,8.80D-13*0.6*RO2,none,H13M3C5O2 = H13M3C5O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2163,8.80D-13*0.2*RO2,none,H13M3C5O2 = H134M3C5,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2164,8.80D-13*0.2*RO2,none,H13M3C5O2 = H13M3CO4C5,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2165,1.90D-12,none,OH + H3M3C5NO3 = H3M3C4CHO + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2166,J<53>,none,H3M3C5NO3 = H3M3C5O + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2167,6.00D-12,none,OH + H13M3C5NO3 = H13M3CO4C5 + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2168,1.05D-11,none,OH + H3M3C5CO3H = H3M3C5CO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2169,J<41>,none,H3M3C5CO3H = H3M3C5O2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2170,7.08D-12,none,OH + H3M3C5CO2H = H3M3C5O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2171,3.38D-12,none,OH + C7PAN1 = H3M3C4CHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
2172,1.25D-11,none,OH + H3M3C5OOH = H3M3C4CHO + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2173,1.90D-12*EXP(190/TEMP),none,OH + H3M3C5OOH = H3M3C5O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2174,J<41>,none,H3M3C5OOH = H3M3C5O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2175,7.06D-12,none,OH + H13M3C5 = H3M3C4CHO + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2176,2.97D-11,none,OH + H13M3C5OOH = H13M3CO4C5 + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2177,J<41>,none,H13M3C5OOH = H13M3C5O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2178,1.45D-11,none,OH + H134M3C5 = H13M3CO4C5 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2179,J<15>,none,H3M3C4CHO = PROL11MO2 + HO2 + CO,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2180,2.31D-11,none,OH + H3M3C4CHO = H3M3C4CO3,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2181,KNO3AL*8.5,none,NO3 + H3M3C4CHO = H3M3C4CO3 + HNO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
2182,J<22>,none,H13M3CO4C5 = CO2C3CHO + CH3CO3 + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2183,9.41D-12,none,OH + H13M3CO4C5 = C613O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2184,KRO2NO,none,C613O2 + NO = C613O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2185,2.00D+14*EXP(-4909/TEMP),none,C613O = HOCH2CHO + BIACET + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2186,KRO2NO3,none,C613O2 + NO3 = C613O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2187,KRO2HO2*0.820,none,C613O2 + HO2 = C613OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2188,8.80D-13*RO2,none,C613O2 = C613O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2189,8.65D-11,none,OH + C613OOH = C613O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2190,J<41>,none,C613OOH = C613O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2191,J<22>,none,C613OOH = BIACET + HOCH2CHO + OH + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2192,2.76D-17*TEMP@2*EXP(378/TEMP),none,OH + NC8H18 = OCTO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
2780,4.60D-10,none,CL + NC8H18 = OCTO2,categories/jenkin-1997-3_9_1-master.htt,2.00403E+13,
2193,KRO2NO*0.654,none,OCTO2 + NO = OCTO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2194,KRO2NO*0.346,none,OCTO2 + NO = OCTNO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2195,2.58D+11*EXP(-3430/TEMP),none,OCTO = HO3C86O2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2196,KRO2NO*0.862,none,HO3C86O2 + NO = HO3C86O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2197,KRO2NO*0.138,none,HO3C86O2 + NO = HO3C86NO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2198,5.55D+11*EXP(-2945/TEMP),none,HO3C86O = HO3CO6C8 + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2199,KRO2NO3,none,OCTO2 + NO3 = OCTO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
2200,KRO2HO2*0.859,none,OCTO2 + HO2 = OCTOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2201,2.50D-13*0.6*RO2,none,OCTO2 = OCTO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2202,2.50D-13*0.2*RO2,none,OCTO2 = OCT3ONE,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2203,2.50D-13*0.2*RO2,none,OCTO2 = OCTOH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2204,KRO2NO3,none,HO3C86O2 + NO3 = HO3C86O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
2205,KRO2HO2*0.859,none,HO3C86O2 + HO2 = HO3C86OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2206,2.50D-13*0.6*RO2,none,HO3C86O2 = HO3C86O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2207,2.50D-13*0.2*RO2,none,HO3C86O2 = HO3CO6C8,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2208,2.50D-13*0.2*RO2,none,HO3C86O2 = HO36C8,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2209,3.88D-12,none,OH + OCTNO3 = OCT3ONE + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2210,J<54>,none,OCTNO3 = OCTO + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2211,1.38D-11,none,OH + HO3C86NO3 = HO3CO6C8 + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2212,J<54>,none,HO3C86NO3 = HO3C86O + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2213,3.51D-11,none,OH + OCTOOH = OCT3ONE + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2214,J<41>,none,OCTOOH = OCTO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2215,1.73D-11,none,OH + OCTOH = OCT3ONE + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2216,4.41D-11,none,OH + HO3C86OOH = HO3CO6C8 + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2217,J<41>,none,HO3C86OOH = HO3C86O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2218,2.63D-11,none,OH + HO36C8 = HO3CO6C8 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2219,J<22>,none,OCT3ONE = C2H5CO3 + PEAO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2220,9.30D-12,none,OH + OCT3ONE = CO3C85O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2221,KRO2NO,none,CO3C85O2 + NO = CO3C85O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2222,1.15D+11*EXP(-3430/TEMP),none,CO3C85O = C81O2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2223,KRO2NO,none,C81O2 + NO = C81O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2224,KDEC,none,C81O = CH3CHO + HO4C5CO3,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2225,KAPNO,none,HO4C5CO3 + NO = PE1ENEBO2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2226,KRO2NO3,none,CO3C85O2 + NO3 = CO3C85O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2227,KRO2HO2*0.859,none,CO3C85O2 + HO2 = CO3C85OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2228,2.50D-13*RO2,none,CO3C85O2 = CO3C85O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2229,KRO2NO3,none,C81O2 + NO3 = C81O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2230,KRO2HO2*0.859,none,C81O2 + HO2 = C81OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2231,8.80D-13*RO2,none,C81O2 = C81O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2232,KRO2NO3*1.74,none,HO4C5CO3 + NO3 = PE1ENEBO2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2233,KAPHO2*0.56,none,HO4C5CO3 + HO2 = HO4C5CO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
2234,1.00D-11*RO2,none,HO4C5CO3 = PE1ENEBO2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2235,KFPAN,none,HO4C5CO3 + NO2 = C6PAN22,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
2236,KBPAN,none,C6PAN22 = HO4C5CO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
2237,8.66D-11,none,OH + CO3C85OOH = CO3C85O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2238,J<41>,none,CO3C85OOH = CO3C85O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2239,J<22>,none,CO3C85OOH = CO3C85O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2240,5.27D-11,none,OH + C81OOH = C81O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2241,J<41>,none,C81OOH = C81O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2242,J<22>,none,C81OOH = C81O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2243,3.99D-11,none,OH + HO4C5CO3H = HO4C5CO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2244,J<41>,none,HO4C5CO3H = PE1ENEBO2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2245,1.33D-11,none,OH + C6PAN22 = C4OHCHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
2246,J<22>,none,HO3CO6C8 = C2H5CO3 + HO3C5O2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2247,1.85D-11*0.696,none,OH + HO3CO6C8 = CO36C8 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2248,1.85D-11*0.304,none,OH + HO3CO6C8 = C82O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2249,KRO2NO*0.827,none,C82O2 + NO = C82O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2250,KRO2NO*0.173,none,C82O2 + NO = C82NO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2251,KDEC,none,C82O = CO3C4CHO + C2H5CHO + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2252,KRO2NO3,none,C82O2 + NO3 = C82O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2253,KRO2HO2*0.859,none,C82O2 + HO2 = C82OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2254,8.80D-13*0.6*RO2,none,C82O2 = C82O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2255,8.80D-13*0.2*RO2,none,C82O2 = HO34CO6C8,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2256,8.80D-13*0.2*RO2,none,C82O2 = HO3CO46C8,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2257,5.86D-12,none,OH + C82NO3 = HO3CO46C8 + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2258,J<22>,none,C82NO3 = C82O + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2259,9.56D-11,none,OH + C82OOH = HO3CO46C8 + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2260,J<41>,none,C82OOH = C82O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2261,J<22>,none,C82OOH = C82O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2262,4.65D-11,none,OH + HO34CO6C8 = HO3CO46C8 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2263,J<22>,none,HO34CO6C8 = C82O + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2264,J<22>*2,none,HO3CO46C8 = CO3C4CO3 + C2H5CHO + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2265,1.20D-11,none,OH + HO3CO46C8 = CO346C8 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2266,J<35>,none,CO346C8 = C2H5CO3 + CO3C4CO3,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2267,J<22>,none,CO346C8 = C2H5CO3 + CO3C4CO3,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2268,2.99D-12,none,OH + CO346C8 = C83O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2269,KRO2NO,none,C83O2 + NO = C83O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2270,KDEC,none,C83O = EGLYOX + C2H5CO3 + CO,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2271,J<34>,none,EGLYOX = C2H5CO3 + CO + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2272,1.39D-11,none,OH + EGLYOX = C2H5CO3 + CO,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2273,KNO3AL*4.0,none,NO3 + EGLYOX = C2H5CO3 + CO + HNO3,categories/jenkin-1997-3_10_8-master.htt,2.0141E+13,
2274,KRO2NO3,none,C83O2 + NO3 = C83O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2275,KRO2HO2*0.859,none,C83O2 + HO2 = C83OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2276,8.80D-13*RO2,none,C83O2 = C83O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2277,1.52D-11,none,OH + C83OOH = C83O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2278,J<41>,none,C83OOH = C83O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2279,J<22>,none,C83OOH = C83O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2280,J<35>,none,C83OOH = C83O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2281,J<22>*2,none,CO36C8 = C2H5CO3 + DIEKBO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2282,7.93D-12,none,OH + CO36C8 = C84O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2283,KRO2NO,none,C84O2 + NO = C84O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2284,KDEC,none,C84O = CO3C4CHO + C2H5CO3,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2285,KRO2NO3,none,C84O2 + NO3 = C84O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2286,KRO2HO2*0.859,none,C84O2 + HO2 = C84OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2287,8.80D-13*0.6*RO2,none,C84O2 = C84O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2288,8.80D-13*0.2*RO2,none,C84O2 = C84OH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2289,8.80D-13*0.2*RO2,none,C84O2 = CO346C8,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2290,5.65D-11,none,OH + C84OOH = CO346C8 + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2291,J<41>,none,C84OOH = C84O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2292,J<22>*2,none,C84OOH = C2H5CO3 + CO3C4CHO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2293,J<22>*2,none,C84OH = C2H5CO3 + CO3C4CHO + HO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2294,2.52D-11,none,OH + C84OH = CO346C8 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2295,2.51D-17*TEMP@2*EXP(447/TEMP),none,OH + NC9H20 = NONO2,categories/saunders-2003-4_1_1-master.htt,2.00403E+13,
2781,4.80D-10,none,CL + NC9H20 = NONO2,categories/jenkin-1997-3_9_1-master.htt,2.00403E+13,
2296,KRO2NO*0.607,none,NONO2 + NO = NONO + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2297,KRO2NO*0.393,none,NONO2 + NO = NONNO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2298,2.58D+11*EXP(-3430/TEMP),none,NONO = HO3C96O2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2299,KRO2NO*0.843,none,HO3C96O2 + NO = HO3C96O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2300,KRO2NO*0.157,none,HO3C96O2 + NO = HO3C96NO3,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2301,5.55D+11*EXP(-2945/TEMP),none,HO3C96O = HO4CO7C9 + HO2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2302,KRO2NO3,none,NONO2 + NO3 = NONO + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
2303,KRO2HO2*0.890,none,NONO2 + HO2 = NONOOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2304,2.50D-13*0.6*RO2,none,NONO2 = NONO,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2305,2.50D-13*0.2*RO2,none,NONO2 = NON3ONE,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2306,2.50D-13*0.2*RO2,none,NONO2 = NONOH,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2307,KRO2NO3,none,HO3C96O2 + NO3 = HO3C96O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.00403E+13,
2308,KRO2HO2*0.890,none,HO3C96O2 + HO2 = HO3C96OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2309,2.50D-13*0.6*RO2,none,HO3C96O2 = HO3C96O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2310,2.50D-13*0.2*RO2,none,HO3C96O2 = HO4CO7C9,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2311,2.50D-13*0.2*RO2,none,HO3C96O2 = HO36C9,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2312,6.26D-12,none,OH + NONNO3 = NON3ONE + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2313,J<54>,none,NONNO3 = NONO + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2314,1.50D-11,none,OH + HO3C96NO3 = HO4CO7C9 + NO2,categories/jenkin-1997-3_10_2-master.htt,2.00403E+13,
2315,J<54>,none,HO3C96NO3 = HO3C96O + NO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2316,3.65D-11,none,OH + NONOOH = NON3ONE + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2317,J<41>,none,NONOOH = NONO + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2318,1.87D-11,none,OH + NONOH = NON3ONE + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2319,4.55D-11,none,OH + HO3C96OOH = HO4CO7C9 + OH,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2320,J<41>,none,HO3C96OOH = HO3C96O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2321,2.43D-11,none,OH + HO36C9 = HO4CO7C9 + HO2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2322,J<22>,none,NON3ONE = C2H5CO3 + HEXAO2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2323,1.07D-11,none,OH + NON3ONE = C91O2,categories/jenkin-1997-3_10_7-master.htt,2.00403E+13,
2324,KRO2NO,none,C91O2 + NO = C91O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2325,1.15D+11*EXP(-3430/TEMP),none,C91O = C92O2,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2326,KRO2NO,none,C92O2 + NO = C92O + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2327,KDEC,none,C92O = CH3CHO + HO5C6CO3,categories/saunders-2003-4_8_1-master.htt,2.00403E+13,
2328,KAPNO,none,HO5C6CO3 + NO = HO5C6O2 + NO2,categories/saunders-2003-4_6_1-gen-master.htt,2.00403E+13,
2329,KRO2NO3,none,C91O2 + NO3 = C91O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2330,KRO2HO2*0.890,none,C91O2 + HO2 = C91OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2331,2.50D-13*RO2,none,C91O2 = C91O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2332,KRO2NO3,none,C92O2 + NO3 = C92O + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2333,KRO2HO2*0.890,none,C92O2 + HO2 = C92OOH,categories/saunders-2003-4_6_4-gen-master.htt,2.00403E+13,
2334,8.80D-13*RO2,none,C92O2 = C92O,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2335,KRO2NO3*1.74,none,HO5C6CO3 + NO3 = HO5C6O2 + NO2,categories/saunders-2003-4_6_3-gen-master.htt,2.01502E+13,
2336,KAPHO2*0.56,none,HO5C6CO3 + HO2 = HO5C6CO3H,categories/saunders-2003-4_6_4-gen-master.htt,2.01009E+13,
2337,1.00D-11*RO2,none,HO5C6CO3 = HO5C6O2,categories/saunders-2003-4_6_5-gen-master.htt,2.00403E+13,
2338,KFPAN,none,HO5C6CO3 + NO2 = C7PAN2,categories/saunders-2003-4_6_2-gen-master.htt,2.00403E+13,
2339,KBPAN,none,C7PAN2 = HO5C6CO3 + NO2,categories/saunders-2003-4_9_1-master.htt,2.00403E+13,
2340,8.80D-11,none,OH + C91OOH = C91O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2341,J<41>,none,C91OOH = C91O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2342,J<22>,none,C91OOH = C91O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2343,5.41D-11,none,OH + C92OOH = C92O2,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2344,J<41>,none,C92OOH = C92O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2345,J<22>,none,C92OOH = C92O + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2346,4.13D-11,none,OH + HO5C6CO3H = HO5C6CO3,categories/jenkin-1997-3_10_4-master.htt,2.00403E+13,
2347,J<41>,none,HO5C6CO3H = HO5C6O2 + OH,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
2348,1.49D-11,none,OH + C7PAN2 = HO5C5CHO + CO + NO2,categories/jenkin-1997-3_10_3-master.htt,2.00403E+13,
2349,J<22>,none,HO4CO7C9 = C2H5CO3 + HO5C6O2,categories/saunders-2003-4_4_1-master.htt,2.00403E+13,
