,Flux,FluxIn,FluxOut,Closeness,EigenCentrality,PageRank,Betweenness,Authorities,Hubs,x_00,y_00,x_01,y_01,x_02,y_02,x_03,y_03,x_04,y_04,x_05,y_05,x_06,y_06,x_07,y_07,x_08,y_08,x_09,y_09,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29
CO2C4CHO,3.30977133638e-05,3.26063593172e-05,3.35993542703e-05,0.999494464442,0.0,0.00546271258269,0.00230306684756,7.39487359314e-17,9.62649847957e-15,-12.8105403141,17.4452774336,-66.6351147798,45.6941264132,-54.6042717801,-24.7448869257,-18.7394362723,-37.4036310464,-25.2775992937,-22.2930152206,-21.9203328224,-19.4668090147,-13.3278108365,-21.7729078703,-6.57303499731,-13.3278416878,-10.512542505,-3.97001948247,-14.8967381233,1.52312367669,-18.8639799402,5.56123743523,-16.0314093128,2.20467311398,-14.4017401762,0.302038259717,-16.3886795723,1.92834144573,-17.7920080372,6.42525222208,9.79474613047,11.6971695929,-17.5179941287,7.16074873427,-7.91262376742,14.3199891122,-2.87633909351,12.672532995,-0.673693630252,14.4672448427,-4.21595584709,16.0993602464,-3.969891041,12.0166132684,-5.11982514196,10.4595670428,19.9847958609,-10.9244825625,20.2498053672,-10.5935347526,-5.96065041013,12.386215358,19.4741126683,-10.9190631897,19.0660594002,-11.7074869913,20.4832779637,-10.3414818596,16.8597324575,-11.7819772316
C3MCODBCO3,1.31536898306e-07,1.23897932646e-07,1.39335791354e-07,0.999989214558,0.0,0.00580506433572,0.000904477161952,8.01157342333e-18,3.09470649807e-18,1.18767866108,13.1220133426,8.61326988589,12.4056567937,31.4019476482,31.0571115559,22.3194172623,38.4492012414,3.71605568657,42.2202549817,-1.11384892314,41.8400830056,-3.33787388731,34.1517475398,-3.83028750553,28.752514363,-30.5427344786,-1.89045126913,-28.1769204942,2.91260011443,-26.6410136251,0.42375331655,-22.9351663076,1.46502431303,-22.6280394662,1.2429489793,-20.000303158,-0.178822447629,-19.8946431837,3.6194619413,-11.2977709463,-8.00916234655,-17.8139874349,3.12040479324,-10.556331248,10.0320549096,-5.33561804505,8.7367367484,-7.70353378336,4.73246270313,-10.1896489903,2.17297051481,-13.4806594564,-2.40309997596,-8.80484790208,-4.30273523755,20.0660699621,-5.06148309165,20.5040874183,-4.88697650219,-8.46635874994,-3.43907475277,21.2401242529,-6.29692846667,21.0689076947,-6.78274569806,20.9708073094,-4.94232724074,19.705021113,-8.15832234082
C3MCODBCO2,1.21155252717e-08,2.79514228506e-09,2.16310373604e-08,0.999992882586,0.0,0.00174878698778,0.00140696447415,5.58055349704e-18,1.77284389637e-16,4.31281286157,7.89476200448,35.7500814754,-20.564228453,34.6036124129,-10.2050245865,14.9464150039,-6.09342438789,25.5795240381,-12.5586716053,21.7500687128,-6.01680160335,5.42079042007,10.8802098827,17.6206014955,3.11495055804,-25.0132390329,-9.63309865914,-19.2376433036,-6.15318852857,-11.4257219258,-17.330312788,-7.7129257209,-23.5663604812,0.251788947385,-16.7010720409,-8.00459847312,-24.988208466,-7.19369997469,-24.0115683362,-4.25089824102,7.96148216807,-7.23672151698,-11.1865616478,3.8267327871,2.08924189707,5.79005161951,1.7058082097,4.27432363125,1.32613004214,-1.83376979465,4.09686915708,-5.40101279397,0.548751885859,7.91638937295,1.87567480119,11.0992074537,-11.1550984722,11.8611089279,-10.225761814,7.96178998092,2.44569808806,12.7432209764,-7.08764410855,12.2911717307,-8.11911882887,12.4342166914,-9.55789698107,7.03701863226,-18.1910610128
MACRNOO,7.53899622642e-12,7.4859286722e-12,7.59317478908e-12,0.9999999964,0.0,0.00193911903693,0.000217744501951,1.07777046667e-18,2.59131391749e-18,6.59790694456,-2.76967741978,4.46798870137,-7.76913030333,-23.3726783746,-17.999320114,-26.5044456587,-19.4953810481,-26.0699987957,-13.3597805717,-26.8543675269,-31.1044797287,-23.2059597961,-31.9905101401,-12.9042710644,-29.3028867348,19.0117354792,16.6944184235,20.2029676064,12.2421075332,14.9539499283,19.1766016752,15.9234040541,21.3397291713,11.2582765884,18.8193415322,8.74134275283,16.3623883117,12.3343967212,16.9879216124,13.8281936094,-12.0115173913,9.21455170759,16.0461583858,11.0654986191,-7.50982138832,8.88196130827,-9.85785229393,9.24973043368,-9.14882693264,10.2338007293,-8.79312943401,11.19264214,-7.52746304057,11.5494547382,-8.98502679254,16.9760982053,12.3339163025,14.2373547358,12.8467417517,9.92045847679,-7.91592708416,15.2897090344,12.1624826094,13.8954908936,11.9712648045,14.2439287975,11.6613377584,14.0735909442,11.1096942777
PRNO3PAN,0.000308561462799,0.000304916820792,0.000312282408079,0.998723988326,0.0,0.014541089284,0.00247893740683,6.3589920411e-17,3.03299358803e-14,7.70298391801,19.6721900243,23.1512852899,14.947358369,43.1665388146,-0.554083386537,33.0686475176,3.9012985916,46.0471245946,10.3324996531,40.9959294541,9.83867946151,25.9856187104,12.1368314458,43.2338780479,23.704392526,33.3740474604,12.7319490886,27.9507895521,15.6923076294,25.8605423358,15.9256897324,25.7088617436,10.8304462864,24.928095457,8.42470356893,23.1452666018,10.7605394443,23.4505168708,9.38383424367,-20.5688214166,10.6459534917,21.7190677561,11.3442883397,-16.7687975446,-1.37359419806,-16.0524160716,-0.641971317921,-19.2078463016,-4.19735854671,-22.2815935323,-5.0827316704,-15.0503692626,14.9242133703,-14.8949340692,9.92243554182,-19.2048104385,10.8883811809,-17.5179387235,13.5776123156,-21.8234069369,-4.68609323526,-16.7945309139,12.5867796126,-15.2129426334,12.7127408111,-14.6504982616,12.2529601761,-14.189644336,12.6817174854
C23O3CCO2H,1.4248927906e-09,1.0903852475e-09,1.76640349619e-09,0.99999719178,0.0,0.00243652898531,0.0,1.75439519648e-18,1.42150510389e-18,8.89678570837,-40.3782260631,-52.0492070863,-87.9986981834,-8.57532634384,-49.9952961779,-14.2422882761,-39.46219124,-9.16452100072,-6.81485424113,-4.6360688209,-6.54944890066,31.6467790961,-11.4321031628,39.6663992156,-8.23177281207,-19.2219185443,14.7724837518,-20.3395140007,18.1305163989,-22.4699357567,18.5592538248,-17.0543277451,17.5601008253,-16.1967624728,11.8513505647,-12.8835902817,12.9399405107,2.80504450109,17.9095290242,-1.76752958408,-24.6800639362,4.34376014404,8.18708259529,-1.97417604059,-21.9215951551,-1.60359543486,-21.1695065463,0.300715481611,-19.8494090905,0.60922706721,-19.9972745941,-0.635468365381,-19.4463513969,-1.87513023378,-18.771278801,-8.02042215157,-14.1784435354,-6.58932765833,-12.940022468,1.60526731959,-17.4007551656,20.8649839718,10.8178523876,19.5790533807,10.0948229597,19.1712109841,9.70349966972,18.7831407784,8.72303540255
MEKAOOH,0.00251051143521,0.00250514588327,0.00251598931894,0.980645886908,0.0,0.00864594655258,0.0,7.65231660111e-18,1.36715821985e-15,24.3644977469,3.90577964739,59.5610649965,6.00244921986,-18.0809748726,4.00545704268,-33.9164618589,-0.283378616668,-13.5376158009,13.607149872,-23.0732344558,-6.15012820987,-7.85499978984,-9.3617780407,4.49454295238,-7.28995708769,10.6890519013,27.4140027502,-1.57386200987,-19.0045955835,10.6066823789,-8.03766654844,-1.88698582872,11.5942320426,-2.80465742903,10.8942540925,-1.54791604281,-15.2420557118,3.67624852365,-21.3485040414,15.933444273,0.489083280391,-1.53754463254,1.89065275941,26.6021707221,2.63344897869,26.7837334634,-1.00938018965,19.6906941906,4.21566804445,15.2578228981,4.29838732594,13.9093518854,7.51521568925,14.7582499331,4.14284845116,5.27280659693,17.4152462758,11.2289724256,4.53028666461,9.41896075331,7.76260084035,13.2527241055,3.32788705285,13.9957335776,4.12830779721,10.8827812296,2.40572043942,11.2821124979,3.94299720587
PEANO3,1.35758453179e-06,1.39556200603e-06,1.31881197107e-06,0.994990172216,0.0,0.00165681329037,0.00122271912634,5.22129667481e-18,0.0,13.9213286157,-7.93907008849,-57.2786320825,-25.3548843702,1.66640385007,1.34379090307,-6.17537810758,0.156129771763,-4.88152417186,1.57130028886,-9.55142365793,-0.166160795818,-27.1108378643,23.1498782125,-29.4283730388,17.073526941,-15.0066040477,35.8193637797,-15.6276788566,38.7071241943,-15.3358916077,34.5698516831,-18.2392824419,30.4394948309,-19.6904302602,27.03661025,-16.1752485695,25.3309525225,-13.1504896502,20.3342437795,12.891577863,-22.7464173946,-9.87827685253,20.7984719095,17.2946604591,-19.9396733492,15.3887156966,-21.0800812663,14.2057035212,-21.2313915408,13.7300718532,-21.3173107009,13.6354374911,-20.3278326352,13.5257104624,-21.2802785759,4.4183972308,-7.74419036383,5.67271060872,-11.2209835499,14.0771467592,-19.8664960713,6.38091100561,-9.57261244441,5.39807509315,-9.68623830603,8.44004022804,-15.3848457157,11.5814067444,-1.79829878902
HPC52CO3,7.82702520529e-08,8.64361841332e-08,6.99333601528e-08,0.999991567224,0.0,0.00993096992576,0.000200994924878,2.15554093334e-18,1.51017774174e-18,8.66893238094,-10.7761218367,-28.6925935793,-91.8038718928,3.33188959535,-37.3339456875,11.4749705067,-41.3026658121,-6.09665325543,-44.1179722336,20.4451609606,-44.6859481904,16.9064656683,-32.3700372848,18.2480424605,-31.4471376541,4.50195769245,13.3931536507,11.3157048022,-0.265543823596,8.46477775291,3.7551416873,12.7945483435,4.87929636248,12.0642281938,8.01274615485,12.0461845946,8.90367100888,16.0275760658,3.50921081047,-11.2475260415,19.0367386241,17.1033060423,4.86393575992,-15.4554212809,-8.42135194987,-15.736344894,-7.57282935726,-19.4221598594,-10.1036772743,-17.5155569128,-9.61659685773,-9.87745208992,14.6710467376,-14.6589036257,4.45682187168,-6.89580853092,20.4825009751,-6.2894027119,18.2117715285,-17.5715282396,-9.60662116144,-6.74955573503,16.8573577389,-6.97075549249,15.5355482312,-7.06119396936,14.9404849813,-7.00814988451,14.9308714881
HCOCH2CO3,1.25399764876e-07,1.54346367091e-07,9.58471441625e-08,0.999939470777,0.0,0.00694875506266,0.00236169036732,1.494537638e-17,2.2027265458e-16,20.8932151891,-3.84979167205,42.8451043738,0.165009886288,29.1381730383,-16.5048259845,4.37087354079,-26.8589845472,-20.6608548134,-44.9869290905,-24.9314534118,-4.13708469047,-16.2212721864,-15.9411817138,-11.7732334256,-12.0853088405,-23.9545622691,1.12757446478,-20.982151733,3.73307702239,-22.6665059726,2.7044490581,-19.9206423309,3.30529110435,-19.5733880891,2.52587345571,-19.2502753617,4.86671770923,-21.2879386991,8.07673040058,-0.784742647953,-7.13449036523,-20.2140002058,5.2639455672,1.62903100195,-10.3532965334,-0.689931486722,-9.2018554709,-2.91511277591,-8.03293839979,0.683867901412,-6.8073391877,2.42989767101,-4.30304287389,-3.85174413297,-6.49119391045,19.3283834826,-8.04860717034,19.733545678,-7.87736021903,-7.50473956057,0.582920083238,19.5617785605,-8.50525792961,19.3261551661,-9.37982889458,20.3963485244,-7.98142417649,17.4933007766,-9.85992335161
HYPROPO2H,0.00169626299324,0.00167896189381,0.00171392630397,0.945800145674,0.0,0.00428593776065,0.0,5.58055349704e-18,9.28524926112e-13,-6.8990067378,19.4973887822,-18.844750733,51.2500134491,-1.05910708226,71.1359484771,14.7247626448,70.8194675691,37.3172052155,40.4870813572,17.3371447534,37.91481176,15.3874905191,37.434887552,30.4529416718,32.7415850392,14.1684830134,-17.4633031689,6.06361391772,-15.7578073412,6.14011088253,-16.8720032307,3.02165205651,2.02265981028,1.39453449491,2.73517082504,6.44041311365,-14.2761757184,6.86388693841,-15.2060209188,24.0176310548,3.57972496335,4.68907537003,-1.97893316541,21.8066152387,7.80554187991,24.9401474247,7.45758953028,21.3316035179,9.35052622713,17.1343585414,9.56568805807,15.3361696151,12.6428037477,15.5455665613,9.27464014183,0.881032776538,15.3675550614,6.79655245118,6.14274060866,14.0489869232,8.89115418361,9.44167294379,5.77285156918,9.88651681019,5.56122989223,7.0594520471,4.15637665208,6.89944570281,5.86711228209
ISOPAO,3.30288326587e-08,4.05190797261e-09,6.26124106664e-08,0.9999999711,0.0,0.00164951453069,0.00330804147195,3.50879039297e-18,1.00678516116e-18,6.52965315914,-8.51785876316,-44.9282088827,-56.3705716512,-19.3565333097,-7.63935497661,-31.0260622908,11.1156968066,-18.6850387756,-4.96495675394,-0.401573952805,-4.93486279786,9.14327856478,-15.8184933941,0.280180604905,-0.60545191458,-4.09390852301,32.8073007537,-5.75429921387,28.0414559911,-7.81153673479,29.1055139492,-7.96031538703,26.6018227015,-5.67363977237,28.1203500508,-7.24387409166,28.184717146,-5.11238634086,28.0283913194,-4.25573888827,-1.34886100776,-5.223262657,27.7827025202,-4.43664487151,-0.956817872566,-3.52895249617,-0.0827656131811,-5.46124480233,0.51543619974,-7.47239468766,-1.66127366681,-6.16292441203,-6.10707972562,0.804594953167,-0.146389445749,9.48860249347,-2.24058759819,8.63014060427,-3.9095671412,0.842967660697,5.98324642109,7.77318065954,-2.30339819338,8.49075244407,-2.50876818144,8.59253900728,-4.74422424822,5.44507550947,-1.22171771943
C3DIOLO,1.76217057073e-13,5.74300881956e-14,2.97490918884e-13,0.999999999841,0.0,0.00233539711058,0.00789742559,5.58055349704e-18,1.2863643178e-15,28.0821944811,13.8133055223,48.5652570167,45.4752875883,18.5011631947,28.8322032419,19.6705913659,19.1446053132,3.24276202035,20.0481601834,-5.69458084008,16.3733076274,-16.1703404156,13.8263557981,-18.6249265106,13.268196569,24.6397957661,-27.6480491678,22.1086614659,-30.8417606935,22.4390695675,-30.5183578385,22.1000597266,-28.9483220662,17.9617793585,-26.4364681187,23.4937935045,-19.9149245467,14.4440853909,-10.7746697056,-1.03990824167,27.0458293634,2.85440918169,-13.0649909549,3.60921148289,23.5462777124,-0.206210113774,27.2123572118,-0.390666043622,25.9119666672,2.49855071322,25.475067131,8.86409039183,26.4188787153,6.22538790931,27.3502055063,1.65209665777,2.55810792929,1.24362920211,0.185623287521,10.0419653301,23.4444963691,0.353131086407,-0.037493051366,1.23019561644,0.487756253603,1.34836887254,-2.28199475949,0.282384374365,-2.45725286007
HVMK,2.59899894849e-08,2.39006549181e-08,2.81230658141e-08,0.999995183877,0.0,0.00169158624676,0.0,3.50879039297e-18,1.18525188145e-16,27.3237514999,20.1783718534,50.703408715,107.342591111,56.4021153886,41.95680102,51.5525020646,36.7821227998,49.1070645796,28.4115901338,51.9371044757,16.7813512193,42.9173280318,27.1652244564,42.1356976476,7.85994239519,-20.6565155905,-21.4267348211,-14.7481247434,-26.2553252489,-7.96714358979,-22.2521875794,-2.08249067038,-14.6023439038,-15.2339596649,-12.9161464698,-13.404276896,-10.8613444792,-10.9982210719,-8.06567949318,30.8725753451,-17.6358255106,-10.105850362,0.475328891377,18.9597667211,-3.65001793186,16.8862531239,-6.78755307279,16.0870513332,-9.56428547522,16.906896097,-10.7114380017,19.1805622848,-10.3870333863,17.8826083627,-10.9402009853,15.0937979071,19.5378652844,12.9616550473,17.1980730621,15.1208192871,-11.0277348322,13.4062350204,17.7812858468,13.6881379148,17.7281611935,13.2859592645,17.5434399299,13.9068305791,16.5877119905
PRONO3AO,0.000143194132923,2.13345204006e-06,0.000287208023352,0.998221203322,0.0,0.00188557865142,6.69983082927e-05,1.00833365274e-17,2.83430709416e-07,29.7144574478,-26.3334503794,79.4740125218,-58.1425024698,51.8179470569,-20.7208381279,4.64048048301,-15.6354386704,0.47165685273,-47.2997229336,1.7872907092,-35.4521407453,5.8608822208,-34.2236442085,1.22886059478,-37.0862087648,23.4037105617,8.3981320759,30.0402980418,4.67964502701,31.3530089901,3.77681899923,31.5177934558,2.72438676088,19.4734500023,15.0630034659,17.8035692068,16.1067826218,10.7893166567,1.98224200921,24.3219323401,-7.62920755919,13.8971672799,10.1510479514,25.2944297278,-11.1437928355,22.3905974967,-11.9045078555,23.9494565154,-9.27221594521,23.510124994,-5.9233016192,21.859872467,-2.39921270269,24.0726725997,-5.69855904233,9.89309821388,14.5833187436,5.44420366366,16.6648899309,21.4270703392,-5.68401411452,7.58769972426,21.5431819192,7.08348120884,21.0487993407,10.6246121925,-17.2870982839,7.74667111021,20.6312338887
INCOH,1.68632047013e-08,1.66181413515e-08,1.71133986333e-08,0.999916468745,0.0,0.00166637153544,0.0,1.75439519648e-18,2.3396176272e-18,31.3481711862,5.4717653935,71.9552576658,-26.054719144,49.8128010064,-32.9672106516,19.3340896753,-46.9070509939,30.6751463568,-32.4794605441,50.6232166905,-24.1114259634,36.0394000096,-33.902392795,42.5751804368,-15.5949403167,-20.5660341419,-26.4330660533,-10.0636199442,-28.19439968,-9.03094585652,-27.5976626587,-4.78385373751,-16.3396154817,-15.8384983939,-9.30641333122,-13.1073792443,-5.81679758723,-7.00549224283,-9.18321733792,26.1542419379,-14.6473947073,-6.7753627069,-0.285585438988,19.3161848147,-6.41924444075,18.4753125025,-8.09479568099,17.9077683984,-10.4454488291,19.1630372388,-11.3902258469,20.5465228332,-9.17602771117,20.0661487022,-11.2688128858,13.1930168148,20.1198724514,11.2603777314,17.3679748374,16.9483202612,-10.4139329089,12.0348511869,19.1119624789,12.2508455647,18.3367069401,11.7265607992,18.3070962023,12.507800709,17.4534247285
HMGLYOOA,1.16583384094e-09,8.18354825368e-10,1.52058758636e-09,0.999999616137,0.0,0.00168686985656,0.00266318275464,3.50879039297e-18,2.30414857207e-17,-6.50797073506,-8.40056028431,45.807435499,-33.3071159777,26.8164590741,-29.2050391369,17.7273535394,-14.3679160044,23.1269755161,-26.766134989,19.2902770452,-27.9816583207,18.691963174,-18.2089250059,24.8907279867,-24.4398785496,-0.711653925581,37.3138165921,-3.58555866329,32.1110634658,-4.20326176187,33.3182013217,-6.47009177284,30.8940296725,-2.19292278674,28.6396402669,-4.98932039562,30.4703895143,-2.22071518011,27.779789515,-2.16808303696,1.71569011734,-2.78232578038,26.986289772,-2.93849825806,0.662117094742,-1.72978887627,1.24492762518,-2.58337379471,1.09582476416,-6.59138355786,0.34887292372,-7.08563272676,-4.28742641279,2.66013331192,1.09629546673,10.4477800859,-4.36980116062,10.0400563615,-5.27149086845,3.30624868897,6.01972829418,9.49681417244,-3.05165504686,10.0131065174,-3.48225560285,10.2128825236,-5.23696770104,5.80364101097,-0.330707106036
MMALNBCO3H,2.07961639706e-11,2.0023165185e-11,2.15853460568e-11,0.999999998254,0.0,0.00568825046267,0.000267993233171,8.01157342333e-18,4.9309315447e-18,14.1936840073,-18.3713129393,46.0856924437,75.3912614892,20.2312643624,64.7190344963,-2.7335875402,44.0800173655,-18.8645812986,54.4637356883,-4.62951983956,47.8779365246,-2.35158211873,40.325668382,2.72058039867,35.6089339014,-31.4021114773,3.81327579763,-32.5961011777,1.31734672799,-30.2928775917,-7.65973067647,-30.3260963469,-10.0802949895,-28.5208156948,-6.99496439032,-26.4297695217,-8.86449756988,-26.4265129269,-8.20658771566,-13.3246702525,-8.60688431007,-24.0334809458,-10.3693680256,-11.4731233797,8.21958090742,-6.73556783492,7.29122983094,-9.44145745691,4.41326048281,-11.6615830136,1.44807889604,-14.4880517486,-4.03696951633,-10.7359968165,-4.03443122495,19.6133717534,-2.53810930914,20.0423118979,-2.14127214528,-8.3392450991,-5.53211953241,21.5615178817,-1.88584727711,21.388695359,-4.05750628357,20.332156096,-2.27953383829,21.0709263606,-2.71711858691
IPRHOCO3,2.63415096569e-08,3.17003484988e-08,2.08704795656e-08,0.999996428205,0.0,0.0135692738986,0.0220089442742,6.65832396371e-18,3.59809907865e-18,-24.2566264152,-3.4927113299,-8.08803239162,-56.9613446612,-13.7567157943,0.458525754221,-15.9854554423,23.3629207561,-20.252811286,6.00207083665,-27.8798058889,6.71057524747,-31.1502501349,0.943837641156,-28.3162627921,-2.21283497551,11.4896812861,-23.6008462562,16.7068596095,-25.6366810461,23.6095161968,-18.7556122808,23.471264037,-17.80996592,23.087165151,-17.3788697157,17.6988385363,-17.624748984,21.3407137693,-13.4476677516,-14.1744628598,2.6271118017,10.0520381841,-13.1552502313,-9.40995102518,19.9882258701,-10.1326393818,12.2482069665,-11.486252854,11.6112594347,-12.0005481818,7.27821654195,3.47881422419,20.0609136318,4.70723470712,19.9568419546,-6.82790688996,1.74245151008,-6.67659500017,-0.314912058769,3.64180730708,21.2693021907,-7.05688947291,-1.51549801325,-5.76957031864,-1.40434438464,-5.88944041952,-2.96614367382,-6.20794928299,-3.98629224796
INCO2,3.03921348969e-06,4.32703474439e-06,1.72443074581e-06,0.999916711493,0.0,0.00222906947856,0.00231981642464,6.65832396371e-18,0.0,4.97156750159,40.2723026925,-86.8935976483,73.8729457314,-15.5313255782,58.5474764695,12.1409813915,-9.99708842934,16.5663634318,-25.4135126707,15.08996685,-29.4953828652,20.9369865375,-16.6251490908,25.8847325553,-25.4963282204,0.978789534236,39.3658637713,-1.03943958165,34.8239509066,-1.8641447859,32.5399045498,-5.25674567971,32.6604032058,-0.327467071146,26.3183630155,-3.32747187366,29.8212392264,-1.47134754096,26.3621150593,-1.94878916573,2.39332216306,-2.5014949969,25.6022590928,-2.23274253105,2.12456266354,-0.679210211692,3.19874528227,-2.25057909935,2.13598357377,-5.23159487198,1.19623067227,-8.11793269785,-3.79265129781,2.49549975349,0.68000115495,11.4398304501,-4.85158714404,11.0534917936,-5.31337246964,3.51986852993,7.1541616821,9.78922260394,-4.03922451055,10.2101677721,-4.4430637028,10.7343850224,-6.04247212233,6.30796950365,0.230335669762
INANCOCO3,1.06958224637e-12,1.76066709725e-12,3.64029023667e-13,0.999999999744,0.0,0.0126390429597,0.0042125186339,1.08018501718e-17,1.09429992652e-17,-41.2213707242,-0.524627812374,-69.5550391378,-43.6346329327,-45.6868616248,10.5671383585,-30.703752752,38.9094121347,-31.403949195,34.5346546607,-29.050278724,41.4798716136,-27.9941980988,41.3351795781,-4.8789718049,10.769620191,17.6017856564,-3.22011688103,23.7298537232,-2.58375716779,18.0655307993,4.2913879544,21.5334173604,4.7170363498,20.3256397207,7.3137921129,19.0117072241,7.88581403003,22.9827252066,4.0641136141,-8.25832563016,14.4847365495,22.3200456501,3.64836426357,-18.8188719886,-5.04246150421,-18.2713198893,-4.06813926615,-21.1053755684,-5.76066322823,-21.7268784157,-8.14609420407,-13.2709501593,12.5177276529,-17.4377352409,7.48745726543,-9.98980914818,16.8013281196,-9.41295579375,15.0560519011,-18.8302389097,-6.13644697831,-9.97887693208,13.7540397761,-10.1904447819,12.7183851921,-10.1677058893,12.0410237277,-9.98833422826,12.1381142646
C510O,0.00018245295159,1.12090421608e-05,0.00035728197875,0.813625142327,0.0,0.00312789964006,0.00389427666951,8.01157342333e-18,7.32364928527e-13,34.1733785589,-3.95990079877,-27.692648887,5.13971247773,-0.839656411553,-43.8186825436,39.6653225593,-17.0093310451,35.5830757806,-9.52486429707,30.2834301923,-1.07978042654,29.1208741771,-4.63351741189,26.4476097531,1.5382198216,14.8373803551,-36.1540963164,21.6117115731,-15.5220632206,19.7806573557,-12.2244789015,15.8085722439,-12.0189739863,12.9526919106,-5.08513902487,15.0571220809,-8.30095103362,5.20410617265,3.30662137898,2.95054044263,-16.3202749274,9.3785949453,1.00215175823,5.48040854154,-16.9549361579,4.8498410623,-16.6939282911,3.30677902844,-12.9616755908,2.93117111904,-12.7290144609,4.62677679117,-12.6212601652,4.56614714068,-8.09245468238,-15.3796403679,-6.15596215372,-18.4251742361,-6.5749343112,2.77383074461,-3.68714549654,-17.2023031034,-6.63885565918,-18.1322258195,-5.43267718142,-16.7956587464,-11.5530906636,-16.8819194798,-11.0887811216
MEKBOOH,0.00274829077137,0.00276905472623,0.00272709210777,0.981541664664,0.0,0.00583052571498,0.0,6.29906714148e-18,2.57837594719e-11,-25.7044388372,-20.1031792844,61.9072326516,4.62379233521,-16.1866070305,4.5349454975,-31.723228589,1.89353862459,-14.7139205822,13.6924550194,-21.7160892481,-6.99908362786,-9.91742259553,-10.8550164489,3.14236644926,-8.33454147986,11.5730569073,25.4780517982,-4.6300469299,-21.6519559783,8.60337835977,-6.87115247429,-0.880201292991,12.1180953484,-3.08571088798,10.6058533904,0.0554707248547,-17.3662469086,2.42663021811,-20.9534884972,17.1634710695,0.689103275598,0.487112723637,2.43923273414,26.790619001,2.8283552723,27.0339452885,0.771270885728,19.6269839736,1.80547546456,15.4461327552,4.21634946302,13.724989728,7.45024064675,14.9653558329,4.08014562051,5.41633883446,17.5976269831,11.3256149833,4.67911614014,9.49676848283,7.55348580608,13.4173458357,3.42112038857,14.0858988054,4.31928264409,11.1195643297,1.5035501822,11.4305803624,3.84425837432
MGLYOOB,1.16076210411e-07,8.14794729437e-08,1.51397256131e-07,0.999921247063,4.91350125671e-18,0.00178268274307,0.00673332998342,1.05025182492e-16,1.21762925852e-13,-28.0374868115,4.79863712613,-85.2848494991,33.8658161155,-33.0669786728,-16.6569338291,-37.5991674056,24.7059343997,-21.1055349114,29.0182181226,-0.617831714166,21.207153818,-10.9310159599,16.1780817445,-19.2573190533,17.7760175289,21.984678752,-30.3306075496,19.5841235458,-33.2655014566,19.6671096328,-32.1379515351,19.9268763399,-30.8035211766,15.711988726,-27.6873645,23.3621730782,-22.1683299329,12.2965376502,-12.2108985306,-0.353838725717,26.8590931313,1.19644924999,-13.4476893146,3.77338288158,21.9567008773,1.06625627355,27.4478866609,0.7943878708,26.9652423934,3.51926206002,26.5888718252,10.3190495123,26.452285196,7.50572489176,27.7904634156,2.9671099811,2.11216976856,2.49407112891,-0.209184984853,10.5267784713,22.3193650228,1.5552141236,-0.203418924095,2.41939309413,0.277132597278,2.55373631783,-2.50079654869,1.33882860038,-2.5578419566
HO13C4OOH,6.95662376672e-06,6.90702115058e-06,7.00726485027e-06,0.999659972237,0.0,0.00435807222857,0.0,7.65231660111e-18,1.00678516116e-18,33.3146292514,-25.037093963,-18.888684936,-25.4388211847,38.7938786234,-24.8667233946,37.7554461784,-26.4280939071,47.8731750654,-27.989965458,45.4909039055,-12.4148617492,26.9131021245,-22.4053195353,21.5826619153,-13.1551680245,-27.3755257875,-20.7506490572,-26.9237022487,-19.5553464646,-23.6964051251,-20.1767502199,-22.7264753707,-18.0783156745,-23.1227754873,-17.375454997,-21.2032145894,-16.6550805654,-20.7148654611,-15.063748603,15.868916704,12.3977392693,-17.6115611395,-16.1372034995,9.61052114471,7.89678417357,11.0299230756,7.11142331717,9.80023440586,6.10060983035,6.41048950804,2.00882445167,4.02102505577,2.46220167343,2.08810785956,6.57915323484,-0.753128511439,-14.2772008563,-0.190952551079,-15.2467377371,-4.01293180409,-9.05138113301,2.72080365054,-20.7738157391,-0.476614550369,-14.7195774613,2.11430829479,-23.1602493128,17.5205938101,-5.33047138644
