,Unnamed: 0,Flux,FluxIn,FluxOut,Closeness,EigenCentrality,PageRank,Betweenness,Authorities,Hubs,labels,x,y
35,HO1CO3C4O,7.22978169699e-05,5.96751604904e-05,8.58583614355e-05,0.9571156313,3.95452147255e-21,0.0150873679048,0.00219699743684,1.14292473175e-17,7.22204197893e-07,51,0.0451113693416,0.0386668331921
36,ISOPCOOH,0.000783338313786,0.000724610063708,0.000846430187344,0.919108473588,0.0,0.0067598534658,0.00622482607104,2.39827579991e-18,1.63038751916e-11,1,0.0650241225958,0.020078683272
37,HYPERACET,0.000496588013161,0.000672466351021,0.000307641571899,0.964887471182,0.0,0.0706530386282,0.0801904064445,8.27487185049e-13,6.52060770698e-07,83,0.0480503290892,0.0455364696681
38,INB1NACO3H,5.77497546948e-05,8.11306681212e-05,3.26315938166e-05,0.933508585862,3.17203730369e-23,0.00882185274856,0.0,2.20200197203e-16,8.37851417451e-13,52,0.0445282720029,0.00708051677793
39,IEACO3H,0.000244770811821,0.000430222469508,4.55397344033e-05,0.832551651759,1.80456916892e-22,0.0105018749507,0.0,1.01419009281e-13,2.57048119621e-11,84,0.0492485016584,0.00453173927963
40,C3DIOLOOH,2.98243643082e-05,2.87929932978e-05,3.09323681954e-05,0.945853594277,0.0,0.0104833248139,0.0,1.19913789996e-18,0.0,86,0.0724150016904,0.0124255539849
41,INAHPCO3,0.000304163915977,0.000157622222474,0.00046159394301,0.910618571014,0.0,0.0186929238161,0.00329549615525,5.90846959359e-18,5.18382646831e-15,27,0.052069503814,0.0269854813814
42,INDOOH,0.00409346229004,0.00396729476756,0.00422900430541,0.671994848552,0.0,0.0123853094353,0.000366166239473,6.91376155873e-18,0.0,8,0.058224696666,0.0282562356442
43,NC4OOA,0.000802613400237,0.000760461327034,0.00084789745466,0.770775411,0.0,0.00742765202905,0.0040278286342,2.04643046647e-08,1.1875436244e-14,1,0.0665951371193,0.00961144920439
44,MEKAO,0.000121744568546,0.000102006173514,0.000142949564811,0.943594509519,3.80381992405e-21,0.0232618528956,0.101061882094,6.35780256185e-18,4.12852821335e-15,53,0.0667036473751,0.00707646552473
45,HO2C4O2,0.00018501545585,0.000138787470007,0.000234678271169,0.96002756274,3.86872507573e-21,0.0357682703671,0.318930794581,1.36095058099e-14,0.0,33,0.0313428156078,0.0132509237155
46,MACROHO2,0.00332876726682,0.00461178385793,0.00195042004157,0.897003362639,0.0,0.00655098801671,0.0307579641157,7.03369773057e-09,4.42528896706e-19,6,0.0475295968354,0.044739767909
47,C58OOH,0.00766593790868,0.014672869593,0.000138377539182,0.768403368055,0.0,0.0150186327127,0.0,7.32707830828e-16,0.0,15,0.0671659260988,0.00702663091943
48,C58NO3,0.000563338546486,0.000994008171378,0.000100669328814,0.967527041674,0.0,0.0169983432623,0.0563896008788,1.28894568809e-10,3.53861473417e-10,121,0.0614970289171,0.00554491858929
49,C59O,0.000418930614034,9.14174000545e-05,0.000770778698345,0.901351550716,1.61560573239e-19,0.00845070068419,0.00659099231051,4.0420511303e-14,2.36583427452e-09,14,0.0325396247208,0.00956112425774
50,NC5H12,0.000972196022535,0.0,0.00201662810498,0.843867388528,0.0,0.00534980099652,0.0,5.2119776762e-18,0.0,,0.0506721064448,0.0230692923069
51,HMVKBO2,0.0473608900533,0.0617903911386,0.0318592489049,0.856361378026,0.0,0.0260659287564,0.0439399487367,5.00107788334e-07,3.75606498541e-15,85,0.0302427317947,0.0138484658673
52,C524O,0.00535736560008,7.86043573534e-05,0.0110283490948,0.909410606201,3.75708996271e-21,0.00618146788946,0.0325887953131,6.91376155873e-18,9.27716069187e-05,122,0.0497107282281,0.00980520900339
53,INB1GLYOX,0.00019554559757,3.16303899571e-05,0.000371640024684,0.927524135436,2.24672100318e-21,0.00662050794513,0.0450384474551,1.94862379547e-16,1.30157867613e-09,0,0.0532219186425,0.0445649772882
54,PRONO3AO2,8.95329314311e-05,5.76824175397e-05,0.000123750000602,0.961875575259,0.0,0.00840296613059,0.0578542658367,1.12415796382e-10,2.09174946298e-17,88,0.045005813241,0.0052620540373
55,HO13C3CO3,8.00310491692e-05,6.00347409358e-05,0.00010151312209,0.963977348494,0.0,0.01640794022,0.026363969242,1.22704171235e-14,1.48730054013e-15,,0.0478534065187,0.0365136153996
56,CONM2CO3H,0.000198885357171,0.000263715755486,0.000129237933865,0.970597835698,0.0,0.0156892168722,0.0388136213841,3.45747622051e-13,7.66825402317e-10,89,0.047996327281,0.0447554215789
57,HO2C4OOH,8.76954734038e-05,0.000100539333991,7.38972889345e-05,0.938171644476,1.77530962035e-21,0.0193426566157,0.0,2.9542347968e-18,0.0,33,0.0600425451994,0.00852168072015
58,MACRNOOA,0.000875251205887,0.00080179421563,0.000954166193734,0.848796226728,0.0,0.00615590814534,0.0190406444526,2.27491642293e-08,2.32720422553e-09,1,0.0506311096251,0.0132729997858
59,CO2H3CO3H,0.00352913854532,0.00631152433028,0.0005400160719,0.877002529654,0.0,0.0106284793501,0.0164774807763,4.54989748698e-10,3.17282080034e-09,,0.0511879399419,0.00996990595013
60,CH3CHO,0.0128654953387,0.0104361934847,0.0154752990566,0.975171292177,0.0,0.147182044313,1.0,9.3338950736e-07,1.75606745077e-06,2,0.0481671579182,0.0151046402752
61,NC3H7O,0.000451392299712,0.000154212853295,0.00077065275839,0.917609208294,0.0,0.016343226302,0.0146466495789,2.39827579991e-18,7.68186649182e-14,9,0.0344137772918,0.0361309535801
62,NC3H7NO3,3.65550910081e-05,4.14208971422e-05,3.13277459917e-05,0.928997323797,0.0,0.00613118271087,0.0,1.19913789996e-18,1.32438499709e-18,57,0.0740983337164,0.0144071644172
63,IC3H7O2,0.00773626685715,0.00819887633693,0.00723928459111,0.963987977073,3.3557547008e-17,0.0494610980627,0.0823874038814,1.94073895243e-14,0.0,22,0.044569991529,0.0201893020421
64,HOCO3C54O2,0.000125228982935,4.69796719403e-05,0.000209292370295,0.946025812831,0.0,0.0201350188993,0.0644452581472,0.0,4.42528896706e-19,34,0.0459708049893,0.0445484369993
65,MPRK,0.000453153779098,0.000101960348662,0.000830441566114,0.947291414844,8.58172810303e-21,0.00796000555448,0.0963017209813,1.04239553524e-17,2.07569299486e-10,18,0.0672851502895,0.00686654355377
66,NOA,0.00164665665032,0.00225221733392,0.000996101627309,0.96207311519,0.0,0.0663696442421,0.154522153057,6.54112930488e-13,3.56047728156e-06,11,0.0472929775715,0.0205170754343
67,BIACETOOH,4.91147081007e-05,3.36829643691e-05,6.56930604779e-05,0.961761390842,0.0,0.0108689887523,0.0,5.2119776762e-18,1.13494181611e-15,2,0.0713032782078,0.0303323864937
68,INCOOH,0.000378718045302,0.000336801750658,0.000423748802361,0.818014130818,8.91463473728e-21,0.00781860363868,0.0,1.14292473175e-17,0.0,123,0.0719389021397,0.0242538359016
69,HO1C5OOH,3.89116269495e-05,4.62136337416e-05,3.10670668165e-05,0.928199424709,0.0,0.00978523947619,0.0,3.45688077936e-18,1.32438499709e-18,59,0.0278275161982,0.0104993535206
70,HO13C3CHO,5.98166428031e-05,2.88865248558e-05,9.30449288165e-05,0.979737626526,0.0,0.00878892426801,0.0984987184182,6.91376155873e-18,2.17497659777e-10,0,0.0474592782557,0.0242565050721
71,INAOOH,0.000679011674211,0.000630082029911,0.000731576886478,0.784346001671,0.0,0.0101871341473,0.000366166239473,2.39827579991e-18,0.0,19,0.0234545096755,0.0271206926554
72,HO13C5O,7.45615326888e-05,8.63790385338e-05,6.18659631197e-05,0.968786294958,7.85235947198e-21,0.0231462968153,0.0512632735262,1.84231680303e-18,3.25884686756e-11,24,0.0270128492266,0.0230813212693
73,MMALNAPAN,0.00016719431833,0.000144845600863,0.000191203589077,0.937037320425,4.46399715076e-21,0.0109978947816,0.0,5.2119776762e-18,4.54949951087e-10,60,0.0372571013868,0.00646040774882
74,IEPOXC,0.000462748885892,0.000681196879251,0.000228069780733,0.839015571254,0.0,0.0103176007007,0.00842182350787,2.17455208095e-14,0.0,118,0.0314058251679,0.00880000181496
75,MACROOA,0.00080796217016,0.000643997115443,0.000984110148114,0.877381424626,2.82937455358e-18,0.00536507114792,0.000732332478945,1.05074774601e-08,3.35787270515e-06,1,0.0508965887129,0.036288253963
76,C58NO3CO3,0.000686818470648,0.000488070111929,0.000900334219907,0.869078697277,0.0,0.0222190775812,0.0109849871842,3.44569901505e-16,3.64030136371e-12,61,0.0573358349502,0.0436976179481
77,MACROOH,0.00585770276938,0.00999097805245,0.00141731707438,0.862311226023,0.0,0.0306780354528,0.0,6.91376155873e-18,4.68702753988e-09,6,0.0664499104023,0.0388034507632
78,INAHPCO3H,9.14079989966e-05,0.00014310346733,3.58714565783e-05,0.93872288671,0.0,0.0106417125967,0.0,3.45688077936e-18,2.29138458823e-15,,0.0247582588345,0.0175335239619
79,CO2N3CHO,0.0011368839934,0.00192669652956,0.000288386845951,0.905941467079,1.46696479643e-21,0.0193594834831,0.0113511534237,3.09311187838e-11,2.8028169056e-09,91,0.0289266314358,0.0217568017542
80,PRNO3CO3H,2.98351707521e-05,2.88130561892e-05,3.09332304197e-05,0.954158541944,0.0,0.00878680583038,0.0,1.84125958462e-15,3.25873133199e-11,2,0.0366689972579,0.038160931319
81,CO2N3CO3,0.00128169445177,0.000725687984457,0.00187901328361,0.782180799196,0.0,0.0137648148536,0.000366166239473,6.57001060698e-13,4.03724103113e-09,92,0.0635316446424,0.0383660532534
82,PBN,0.000186900273412,0.000193785880078,0.000179503052747,0.810533227768,2.4130706358e-21,0.0140469916025,0.0,5.71462365877e-18,4.98900989318e-17,30,0.0578482188284,0.00405018590391
83,HCOCH2CO2H,2.98254163908e-05,2.87949005995e-05,3.09325015146e-05,0.950667055563,0.0,0.00815210630857,0.0,7.97236653818e-18,9.11404903198e-14,2,0.0302849840373,0.0244705565274
84,PHAN,0.039534459151,0.0392757639947,0.0398123758617,0.033088882225,4.55235690768e-19,0.124110243277,0.0,1.6022857809e-05,2.41068142777e-07,3,0.0566781535745,-0.0084858071059
85,HO3C3CHO,5.96498768941e-05,2.87934733959e-05,9.27989713309e-05,0.965891555124,0.0,0.00939232290694,0.120468692787,0.0,5.2039496753e-07,9,0.0458290427923,0.00976164545864
86,HOCH2COCHO,0.0013811742182,0.00026728544462,0.00257782709933,0.965231693913,4.69765523468e-22,0.0364770014766,0.0161113145368,9.36168786927e-11,1.68327009192e-08,0,0.0265876948833,0.0252608377486
87,HMGLYOOA,6.34680258488e-05,3.14080429185e-05,9.79101280162e-05,0.980312310109,7.4007451194e-21,0.00538424804884,0.00622482607104,3.49080487734e-11,4.34049507097e-10,0,0.0671734437346,0.00658346153796
88,BUT2OL,4.87012025024e-05,3.28406287175e-05,6.57402478418e-05,0.924970502246,0.0,0.00561503650169,0.0135481508605,6.96491917386e-19,1.23266593893e-17,35,0.0373583100736,0.0408366695046
89,HO13CO4C5,4.47365933699e-05,2.87930060306e-05,6.18648203327e-05,0.97160951026,6.85082365243e-22,0.00857256927301,0.0406444525815,5.2119776762e-18,1.18230588598e-10,2,0.034691657871,0.0394957773387
90,HO1C3OOH,9.96242599735e-05,0.000117987979196,7.98960806102e-05,0.935973988114,5.47666138476e-21,0.022618798343,0.0,5.2119776762e-18,2.98709901726e-18,21,0.0270113926381,0.0230611041188
91,PERPENACID,4.37917222627e-05,5.52714506006e-05,3.1459027728e-05,0.942021058165,4.88606237346e-22,0.00944107446563,0.0,5.71462365877e-18,0.0,28,0.0352252051234,0.0120583735406
92,MGLOOA,0.000659394191168,0.000528986057796,0.000799491903098,0.904138189928,0.0,0.00541360762224,0.0223361406078,4.30579218723e-09,2.3306391037e-06,5,0.0377015136182,0.00663941632956
93,ACRPAN,0.00011827229162,0.000114084630577,0.000122771104042,0.901884463427,0.0,0.0165505247487,0.0,1.29019067993e-10,1.00941424974e-13,93,0.0641841217875,0.0206103753299
94,C4H9CO3,0.000183691256379,0.000164500850299,0.000204307547046,0.935270018829,0.0,0.0165613893298,0.0549249359209,4.95904575872e-14,2.23837388569e-18,28,0.0480459406972,0.0455375686288
95,HMACROH,6.3724826625e-05,6.15036129521e-05,6.61110808045e-05,0.977260223629,0.0,0.00824039860341,0.00549249359209,1.24741699417e-14,2.31605816619e-10,0,0.0500960685313,0.0247967876494
96,ISOPCNO3,0.00114196331122,0.00190555672298,0.000321633420237,0.943675929217,0.0,0.00983145375908,0.00842182350787,1.39298383477e-18,7.69315128563e-12,1,0.0698921754956,0.00735763926059
97,MVK,0.08636933072,0.0760848557511,0.0974179622301,0.855433033208,2.34322494048e-18,0.0128681259802,0.113145367997,0.000204628099378,4.15737195329e-06,5,0.0399831645191,0.0318348966539
98,IC3H7O,0.000888614933677,0.000129082129785,0.00170458250571,0.940561914213,0.0,0.00870049445578,0.0,5.2119776762e-18,4.03453405055e-17,,0.0602039024234,0.0420218668878
99,SC4H9O2,0.00407764909562,0.00427298184233,0.00386780274499,0.904140859242,1.76104727767e-17,0.0342089090434,0.0358842914683,0.0,1.0973343297e-17,35,0.05841755867,0.00454476941377
100,MACRNCO2H,0.000211771787129,0.000257653153637,0.000162481345638,0.934425521163,4.45158055377e-22,0.0126440930018,0.157451482973,5.2539082133e-15,8.87065731697e-12,1,0.0503284372389,0.0295831318945
101,C510O2,0.00028824775234,0.000184917040722,0.000399256137288,0.859692562033,2.76174390958e-21,0.0116249706249,0.00659099231051,9.9338569484e-14,0.0,94,0.0714165791869,0.00829786807299
102,INDO2,0.00309529117864,0.00149541141256,0.00481404513052,0.685357210773,0.0,0.00934901564542,0.00842182350787,6.35780256185e-18,0.0,8,0.0503701344132,0.00510240532458
103,CO23C54O,0.000108129361309,7.09886333313e-05,0.000148029717787,0.971628587632,1.46397861382e-19,0.0139807500566,0.0183083119736,6.35780256185e-18,5.86205042353e-10,2,0.043287165463,-0.00776461558416
104,INB1NACHO,0.000141394409219,0.000206335595771,7.16279658941e-05,0.976268204846,0.0,0.00831960941188,0.0212376418894,2.9542347968e-18,2.51778551951e-10,8,0.058972209692,-0.00791172124445
105,MACRNBPAN,0.000169629731792,0.000166213385331,0.000173299919456,0.828243915474,2.51445163386e-21,0.0145120656344,0.0,0.0,3.68147144109e-17,95,0.070961818099,0.0313754789531
106,NC524OOH,0.000511412097196,0.000465579198716,0.00056065046939,0.893011024043,0.0,0.010465745364,0.000366166239473,2.39827579991e-18,0.0,36,0.0405301451683,0.0076588736847
107,HOCH2CHO,0.0613497151179,0.0535178906074,0.0697634594588,0.97516960134,7.6093180784e-19,0.129258841231,0.556572683999,8.47650662081e-08,5.81104046089e-05,12,0.0268800742924,0.0222973115742
108,ISOPANO3,0.00161816346051,0.00270856770866,0.00044674005083,0.904635671348,0.0,0.00900100309679,0.00842182350787,5.90846959359e-18,8.60298884214e-12,1,0.0498570166528,0.0600234642625
109,INANCOCO2H,4.48275832191e-05,2.88878947774e-05,6.19516215887e-05,0.948119192393,0.0,0.00689335582912,0.00219699743684,5.2119776762e-18,7.90425517378e-15,7,0.0659720078111,0.00541097531095
110,INB1OOH,0.00239840952846,0.00227997173063,0.00252564748558,0.777989471164,4.41136292142e-21,0.0138708127096,0.00183083119736,1.84231680303e-18,8.30164237037e-11,96,0.0522643066943,0.0126333460212
111,C3H7CHO,0.000388353436126,0.000120574605557,0.000676028755877,0.980790006313,0.0,0.0132784496076,0.450750640791,8.86270439039e-18,3.24063370548e-10,30,0.0635108798742,0.0362674333155
112,INANCO3H,3.46691630245e-05,3.78450619582e-05,3.12572886081e-05,0.941787604119,3.03207432106e-21,0.00819017589394,0.0,1.19913789996e-18,1.99812239254e-15,62,0.0309325251728,0.0164677072316
113,H14CO23C4,2.98316782971e-05,2.87931188822e-05,3.09474047014e-05,0.953378309048,1.13480827015e-20,0.00662593827522,0.00146466495789,3.45688077936e-18,1.87389809209e-10,3,0.0314072519541,0.00880087167025
114,CO2C4CHO,9.2806212422e-05,9.0408704814e-05,9.53818595196e-05,0.97806576032,0.0,0.0109769557876,0.0728670816551,2.26881987281e-14,2.25600087039e-10,97,0.0348276235163,0.039194855839
115,C3DIOLO,5.96487281314e-05,5.75859854306e-05,6.18647366365e-05,0.966434600701,4.08086509225e-21,0.0193941508044,0.0128158183815,2.39827579991e-18,5.2038293843e-07,86,0.0366562716663,0.0275156572461
116,PRONO3AO,4.47723349104e-05,5.75869111685e-05,3.10056106524e-05,0.961116560134,0.0,0.0101675531103,0.0,2.9542347968e-18,0.0,,0.0791461765766,0.0110565163195
117,MACRNOO,0.000236851175109,0.000214313279313,0.000261063680504,0.889595305013,7.97698673259e-21,0.00661239137902,0.0219699743684,9.76508357979e-13,2.7122038475e-12,1,0.0240041725338,0.0261934809387
118,PRNO3PAN,2.98583074291e-05,2.88259115921e-05,3.09674122895e-05,0.945565080181,1.01888807116e-21,0.0087883393047,0.0,1.84125958462e-15,0.0,79,0.0703908056021,0.0157530903816
119,MEKAOOH,0.000300122756811,0.000488472465143,9.77782979368e-05,0.927547845768,0.0,0.0321745365352,0.0,2.9542347968e-18,5.1552812952e-17,53,0.0665535181761,0.0353790447116
120,PEANO3,3.08475410518e-05,3.07271524042e-05,3.09768748106e-05,0.935324668397,0.0,0.0064437215557,0.0,0.0,0.0,26,0.0466263368726,0.0562339350581
121,HYPROPO2H,0.00143108573626,0.00238595932116,0.000405263182346,0.861027548919,0.0,0.0324626595191,0.0,1.92344080816e-14,1.12637313415e-11,4,0.0632426440716,0.0219992846251
122,ISOPAO,0.0126706160059,0.000187688171951,0.0260810497151,0.896196200818,0.0,0.0062878666493,0.0512632735262,2.19636839559e-15,4.15365945338e-17,13,0.0528984256089,0.00639675138518
123,INCO,0.00166242935848,8.85604936189e-05,0.00335323974848,0.820644990316,0.0,0.00629508518893,0.0,2.39827579991e-18,1.60404023153e-10,11,0.0593633726239,0.043155990541
124,MMALNBCO3H,0.000102465996891,0.000109172731859,9.52609384392e-05,0.978708316509,0.0,0.0112935734472,0.0227023068473,1.08732883207e-17,2.23764102847e-10,,0.0506311133504,0.0132726486772
125,IPRHOCO3,0.000115467577847,5.17158101802e-05,0.000183956226145,0.925330919979,4.7351766158e-21,0.0127042812431,0.00732332478945,6.35780256185e-18,4.42528896706e-19,44,0.0566316284239,0.014958716929
126,INCO2,0.000416788050514,6.24249326455e-05,0.00079748103892,0.852226025338,0.0,0.00640157900403,0.0142804833394,1.04239553524e-17,0.0,58,0.0485165119171,0.0447771959007
127,MACRO,0.0179115487892,0.000139990221617,0.0370035688064,0.917320084942,0.0,0.00722565413403,0.0,8.10053450493e-13,1.31144512809e-07,14,0.0627276226878,0.0146660134196
128,INANCOCO3,7.59925152211e-05,2.97079807893e-05,0.000125716080799,0.966200773963,4.99740047779e-21,0.00735616923637,0.00659099231051,1.84231680303e-18,0.0,,0.0245463773608,0.0256856568158
129,MEKBOOH,0.000348703419045,0.000483344984768,0.000204057722486,0.962202881166,1.62131543883e-21,0.0162947754491,0.0,6.35780256185e-18,1.67351959e-10,127,0.0268816109747,0.0222965274006
130,MGLYOOB,8.02119659684e-05,4.28725177854e-05,0.00012032580795,0.974998383475,4.62957594415e-22,0.0053609675892,0.0080556572684,6.53873563866e-11,4.69178485185e-10,6,0.0490848980844,0.0447829551995
131,HO13C4OOH,4.96049077284e-05,3.71488096242e-05,6.29865182067e-05,0.950616376898,2.20265688461e-21,0.00977260146575,0.0,7.46972055561e-18,0.0,32,0.0696441829205,0.0320265255868
132,MGLYOOA,0.000598471672062,0.000388785821441,0.000823737590196,0.906893936299,0.0,0.00562489567857,0.00292932991578,4.49058525313e-12,4.0614312546e-09,,0.0331373587251,0.00942830834538
133,PECOOH,0.000277251046132,0.000502827997954,3.49132869955e-05,0.89699399029,0.0,0.00997964009501,0.0,1.19913789996e-18,1.32438499709e-18,54,0.0448783375323,0.0321403555572
134,INCNO3,0.000312348131159,0.000283322470537,0.000343530454955,0.940212514493,7.06090149616e-21,0.00742659324145,0.026363969242,1.84231680303e-18,5.55795787665e-12,58,0.0434519909322,0.0440034158528
135,PERPROACID,0.000442857231489,0.00080273855291,5.62360262475e-05,0.906498257342,0.0,0.0422955679257,0.0,3.45688077936e-18,3.68147144109e-17,10,0.0415509454906,-0.00309706944972
136,INB1O,0.00177300520752,0.000233337312653,0.00342707342877,0.810956327443,0.0,0.0063066054427,0.00366166239473,1.07808627821e-14,3.07375245368e-10,,0.0678680539131,0.0254964828491
137,HO3C3CO3,7.460484199e-05,5.76089278505e-05,9.2863585686e-05,0.951226269131,1.24547814977e-21,0.0165431906119,0.0274624679605,2.93366883617e-11,3.07502580338e-15,9,0.0455842576921,0.00923721306026
