"","Flux","FluxIn","FluxOut","Closeness","EigenCentrality","PageRank","Betweenness","Authorities","Hubs"
"INAOOH",8.79248284849975e-11,8.70353876075777e-11,8.88328904641556e-11,0.999999995334222,0,0.00496446915298278,0.000100497462439073,5.58055349703571e-18,2.84301020778345e-18
"HO13C5O",4.77616418334295e-10,6.03720055304547e-11,9.03596151110282e-10,0.999999949939226,0,0.00169208829281171,0.000125621828048842,8.01157342332993e-18,4.93093154469801e-18
"C533O2",1.45841663598419e-10,1.48869600548270e-10,1.42750334551991e-10,0.999999981076453,0,0.0205220888627139,0.0193206371539119,5.58055349703571e-18,2.84301020778345e-18
"IEPOXC",1.35174288984161e-08,1.33752980352554e-08,1.36625353761795e-08,0.999994983456313,0,0.00295575184963377,0.000485737735122188,1.07777046667092e-18,2.59131391749382e-18
"C524NO3",4.67370516559229e-11,4.4555123891976e-11,4.89646596892497e-11,0.999999936778157,0,0.00165122645100781,0.00484900256268529,1.75439519648257e-18,1.42150510389173e-18
"IEPOXA",3.71955271212618e-08,3.68077225458078e-08,3.75914506719479e-08,0.999951394102128,0,0.00294940267320314,0.00030149238731722,1.75439519648257e-18,1.42150510389173e-18
"MACROOA",3.76831596559639e-06,3.10160384628382e-06,4.44898619558172e-06,0.999528811018588,0,0.0016543227108962,8.37478853658945e-06,9.47024470279995e-14,6.82430414396334e-09
"C58NO3CO3",1.37820737353335e-09,1.64141136140807e-09,1.10949301576157e-09,0.999999866234963,0,0.0167017168109925,0.00585397718707603,1.08018501718478e-17,1.0942999265152e-17
"MACROOH",1.14279709760381e-07,2.10124030914775e-07,1.64288169489327e-08,0.999999999454683,0,0.00388531355957532,0.000100497462439073,1.08018501718478e-17,1.94565503927644e-16
"INAHPCO3H",1.93295998468956e-11,1.91786788422036e-11,1.94836804942958e-11,0.999999999268213,0,0.00658180272589104,0,1.07777046667092e-18,2.59131391749382e-18
"CO2N3CHO",3.72618157013293e-08,3.15353420206536e-08,4.31081773382669e-08,0.99999995755705,0,0.00713613456281111,0.0265564544495251,2.15554093334183e-18,2.04276775963974e-14
"C510OH",7.43243375843279e-07,7.40410473076661e-07,7.46135587521788e-07,0.812989200005664,0,0.00165312834885776,0.00135671574292749,2.79027674851786e-18,5.03392580579265e-19
"PRNO3CO3H",4.66663512989633e-05,4.79178570972638e-05,4.53886443023732e-05,0.997803109604338,0,0.00367392911477676,0,1.35083490910944e-17,1.07830685626524e-14
"CO2C5OH",6.97842394374613e-05,6.88743491009642e-05,7.07131790002271e-05,0.999109361589846,0,0.00953395853927939,0.0118503257792741,1.56638900244362e-17,1.25071941239948e-12
"C57NO3PAN",4.50085379685666e-11,4.45479711658614e-11,4.54787470774759e-11,0.999999969329495,0,0.00496762697454785,8.37478853658945e-06,1.07777046667092e-18,2.59131391749382e-18
