"","Flux","FluxIn","FluxOut","Closeness","EigenCentrality","PageRank","Betweenness","Authorities","Hubs"
"HCOCH2CO2H",2.06101010076389e-09,3.80926373628431e-09,2.76155484067682e-10,0.999934472472156,0,0.00188738501213761,0.000435489003902651,1.75439519648257e-18,6.9301802437665e-18
"PHAN",0.00108879252859719,0.00104335170407394,0.00113518469034589,0.910745569431339,5.18446915725237e-17,0.0563467946001336,0.00624759224829573,3.58895004259745e-09,6.53942173941578e-07
"HO3C3CHO",1.17043366512956e-07,1.15470832406157e-07,1.18648822782806e-07,0.999998607528023,0,0.00758340576941375,0.00534311508634407,6.65832396370663e-18,1.03628534946797e-11
"PXYFUO2",3.26397563166123e-07,3.32801098098764e-07,3.1985996549981e-07,0.999970957701461,0,0.0175700359699917,0.000686732660000335,5.93981031925935e-18,3.09470649807309e-18
"HOCH2COCHO",5.0469552431978e-08,6.69964090175447e-08,3.35966938965266e-08,0.999999999879139,8.83364044122849e-15,0.0187463213849472,0.0397048724519706,2.68249970185076e-17,4.90878474290528e-16
"C535O2",1.14461755121314e-06,1.2063122011078e-06,1.08163127825329e-06,0.999985872212001,0,0.0121674617246626,0.00133159137731772,5.58055349703571e-18,2.84301020778345e-18
"BUT2OL",1.08983484097337e-05,1.09238578367714e-05,1.08723049239988e-05,0.994762045566552,0,0.00165037498817727,0.00154933587926905,3.14953357074149e-18,2.59131391749382e-18
"MACO2H",2.79036211866941e-06,1.24857208314995e-06,4.36443066739801e-06,0.999755848970799,0,0.00286453652699218,0,1.07777046667092e-18,2.59131391749382e-18
"HO13CO4C5",4.96036366332e-09,4.90831535438384e-09,5.01350164204828e-09,0.999999961570617,0,0.0080386145945421,0.00847528599902852,1.08018501718478e-17,6.23573005706499e-17
"HO1C3OOH",0.000333818373489664,0.000331907055035668,0.000335769706807256,0.995845939441157,0,0.00744785810208384,0,5.58055349703571e-18,8.35168534765823e-18
"PERPENACID",7.37644036153379e-05,7.37240495874618e-05,7.38056024845944e-05,0.9919676421309,0,0.00630062419641972,0,5.22129667481207e-18,6.26376401074367e-18
"CO2C3OO",2.02132187084652e-08,2.00716919741169e-08,2.03577084095333e-08,0.999990939564503,0,0.00227183092601721,0.00015074619365861,3.50879039296513e-18,1.00678516115853e-18
"MGLOOA",1.94419795293157e-06,1.74933061955186e-06,2.14314497787084e-06,0.999539019810582,1.85630881794266e-16,0.00247755291666816,0.00691757533122289,4.51955958931289e-14,3.07918109998485e-09
"ACRPAN",1.1833961207983e-05,1.09604377514905e-05,1.27257725232495e-05,0.999152451126232,0,0.01456242068692,0,1.78786808523139e-14,1.63268836747034e-14
"C4H9CO3",0.000267167799971026,0.000328999404304076,0.000204041705330459,0.966557270101893,0,0.0148393743317306,0.00045223858097583,1.14390005375377e-16,3.59809907865235e-18
"HMACROH",1.537793986472e-09,1.75014316593632e-11,3.08991498885645e-09,0.999999956261824,0,0.00295590535064683,0.00147396278243974,8.01157342332993e-18,3.09470649807309e-18
"ISOPCNO3",1.37616001328548e-05,5.40918812528954e-06,2.22888760551577e-05,0.999999897676056,0,0.00171730618987476,0.00348391203122121,1.56638900244362e-17,4.23476399908306e-15
"MVK",1.39104612956665e-05,7.38019451313183e-06,2.05774440367579e-05,0.999991053347418,6.95646158355233e-11,0.011248316607518,0.266653267005008,2.73618639223904e-13,1.53927201816189e-08
"IC3H7O",0.000520902820400863,7.76049215881126e-05,0.000973481488159294,0.992493258230263,0,0.0016776681068946,8.37478853658945e-06,3.14953357074149e-18,2.59131391749382e-18
"SC4H9O2",0.0126212320785151,0.0129865150140708,0.0122483016748939,0.980796642475028,0,0.00341725730761685,0.000351741118536757,6.65832396370663e-18,7.2705491719022e-18
"MACRNCO2H",1.4571610035164e-10,1.14517633350357e-10,1.77567730303783e-10,0.999999990300055,0,0.00341420686821803,0.00267993233170862,5.58055349703571e-18,4.67923525440838e-18
"C510O2",0.0017544125798691,0.00181830402203858,0.00168918352316553,0.812344382167127,0,0.0141916831355183,0.0001591209821952,5.07306481504339e-16,3.09470649807309e-18
"ISOP34NO3",1.0030157686965e-10,6.32655965092196e-11,1.38112932834887e-10,0.999999968868518,0,0.00164902459625221,0.00167495770731789,2.15554093334183e-18,2.10153794313871e-13
"INDO2",8.14039704642399e-10,9.06263601578995e-10,7.19885032303909e-10,0.999999988834555,0,0.00479648003772624,0.00616384436292984,6.29906714148299e-18,5.18262783498764e-18
"DHPMEK",5.64417492035789e-07,4.50536371813432e-07,6.80682797626246e-07,0.999999951129358,0,0.00284450837678211,0.000485737735122188,1.11611069940714e-17,3.55259107193345e-11
"CO23C54O",0.000164109633158021,7.31016466158491e-05,0.00025702293911987,0.900797989649203,0,0.00367953596773575,0.00898614809976048,1.00833365274005e-17,1.53474995860477e-10
"NC526OOH",3.64837165401951e-07,3.63223941939095e-07,3.66484162889581e-07,0.999898625850299,0,0.0140423520936614,0,3.14953357074149e-18,2.59131391749382e-18
"INB1NACHO",4.01307510953129e-11,3.66575271256254e-11,4.36766895742405e-11,0.999999991056281,0,0.00241519334759787,0.000795604910975998,5.58055349703571e-18,2.84301020778345e-18
"MACRNBPAN",6.43428753379405e-07,6.37799190279914e-07,6.4917617554056e-07,0.99992829309145,0,0.0120756883266918,0,1.07777046667092e-18,7.55088870868898e-19
"NC524OOH",4.87718270906149e-11,4.82692279209936e-11,4.92849485450882e-11,0.999999997724469,0,0.00511484998476243,0.000117247039512252,5.58055349703571e-18,2.84301020778345e-18
"HOCH2CHO",0.00266613743921898,0.00263111829978301,0.00270188973020529,0.999999999885561,1.10696056326201e-11,0.0427463849022677,0.0576855434400281,4.3831615102268e-10,7.18654963057822e-07
"ISOPANO3",1.29570208588046e-10,9.85319623697922e-11,1.61258263416722e-10,0.999999971137183,0,0.00164773209776369,0.00885215148317505,1.11611069940714e-17,2.01357032231706e-18
"INANCOCHO",4.07649209857362e-13,4.60470586203227e-13,3.53721978982136e-13,0.9999999992881,3.72722749292664e-27,0.00204355703423558,0.00168333249585448,2.79027674851786e-18,1.42150510389173e-18
"INANCOCO2H",2.83742907021816e-14,1.48869343278819e-14,4.21440148443711e-14,0.999999999763257,0,0.00209626976650101,0.00474013031170963,5.58055349703571e-18,2.84301020778345e-18
"INB1OOH",4.12637418124747e-09,4.08397081312789e-09,4.16966529519912e-09,0.99999960197792,0,0.00482251345124233,0.000418739426829473,8.01157342332993e-18,3.09470649807309e-18
"C537O",1.04234715113103e-08,3.13210654769426e-10,2.07453981466456e-08,0.999995736318444,0,0.00164802363115901,0,1.07777046667092e-18,3.93158148499923e-17
"C31CO3",1.13552484008348e-10,1.13061632873912e-10,1.14053611473841e-10,0.999999999773991,0,0.0170100180696637,0.0317739477078204,1.15203638162951e-17,4.10149165923162e-18
"C3H7CHO",0.00165489638685638,0.00163075397885778,0.0016795442339988,0.991856724966673,0,0.0100980421922616,0.015685978929032,6.23204487806599e-17,6.13228736926343e-13
"INANCO3H",8.14921110033105e-13,8.81755181637731e-13,7.46687817773648e-13,0.999999999932256,0,0.00546569651343496,0,1.07777046667092e-18,2.59131391749382e-18
"H14CO23C4",1.50592999326075e-08,1.49163084401757e-08,1.52052850575515e-08,0.999999753942198,0,0.0045291614796606,0.00131484180024454,5.58055349703571e-18,4.69124113267816e-17
"INAOH",3.77990698297903e-13,3.7420543282743e-13,3.8185521109692e-13,0.999999999484641,0,0.00166199037059045,0.00963938160561446,2.79027674851786e-18,1.42150510389173e-18
"HO13C5",2.968801670531e-10,2.94420198094355e-10,2.99391637279008e-10,0.999997105436215,0,0.00165522300557866,0.000343366330000167,1.75439519648257e-18,5.03392580579265e-19
"CO2C4CHO",3.30977133637802e-05,3.26063593171966e-05,3.35993542702589e-05,0.999494464442241,0,0.00546271258269013,0.0023030668475621,7.39487359313648e-17,9.62649847956901e-15
"C3MCODBCO3",1.3153689830567e-07,1.23897932645999e-07,1.3933579135381e-07,0.999989214558325,0,0.00580506433572006,0.000904477161951661,8.01157342332993e-18,3.09470649807309e-18
"C3MCODBCO2",1.21155252716501e-08,2.79514228506268e-09,2.16310373603954e-08,0.999992882585568,0,0.00174878698778336,0.00140696447414703,5.58055349703571e-18,1.77284389637151e-16
"MACRNOO",7.53899622641936e-12,7.48592867220021e-12,7.59317478908349e-12,0.999999996400218,0,0.00193911903692603,0.000217744501951326,1.07777046667092e-18,2.59131391749382e-18
"PRNO3PAN",0.000308561462799076,0.000304916820791882,0.00031228240807874,0.998723988326367,0,0.014541089283987,0.00247893740683048,6.35899204110119e-17,3.0329935880265e-14
"C23O3CCO2H",1.42489279059605e-09,1.09038524749896e-09,1.76640349618587e-09,0.999997191779568,0,0.0024365289853135,0,1.75439519648257e-18,1.42150510389173e-18
"MEKAOOH",0.00251051143520887,0.00250514588327291,0.00251598931893777,0.980645886907801,0,0.00864594655257719,0,7.65231660110629e-18,1.3671582198501e-15
"PEANO3",1.35758453178893e-06,1.395562006029e-06,1.31881197107427e-06,0.994990172216065,0,0.00165681329036677,0.00122271912634206,5.22129667481207e-18,0
"HPC52CO3",7.8270252052884e-08,8.64361841332422e-08,6.99333601528043e-08,0.999991567224388,0,0.00993096992575694,0.000200994924878147,2.15554093334183e-18,1.5101777417378e-18
"HCOCH2CO3",1.25399764875926e-07,1.54346367091093e-07,9.58471441624956e-08,0.999939470776567,0,0.00694875506265995,0.00236169036731823,1.49453763799889e-17,2.20272654580393e-16
"HYPROPO2H",0.00169626299324278,0.00167896189380828,0.0017139263039731,0.945800145674298,0,0.00428593776065142,0,5.58055349703571e-18,9.28524926111986e-13
"ISOPAO",3.30288326586992e-08,4.05190797260861e-09,6.26124106663785e-08,0.99999997109999,0,0.00164951453068513,0.00330804147195283,3.50879039296513e-18,1.00678516115853e-18
"C3DIOLO",1.76217057073274e-13,5.74300881955555e-14,2.9749091888431e-13,0.999999999840516,0,0.00233539711058098,0.00789742559000385,5.58055349703571e-18,1.28636431779861e-15
"HVMK",2.59899894849167e-08,2.39006549180918e-08,2.81230658141476e-08,0.999995183877244,0,0.00169158624676483,0,3.50879039296513e-18,1.18525188145154e-16
"PRONO3AO",0.000143194132923069,2.13345204006197e-06,0.000287208023352302,0.998221203321685,0,0.00188557865141884,6.69983082927156e-05,1.00833365274005e-17,2.83430709415786e-07
"INCOH",1.68632047012735e-08,1.66181413514624e-08,1.71133986333245e-08,0.999916468745107,0,0.00166637153543789,0,1.75439519648257e-18,2.33961762720419e-18
"HMGLYOOA",1.16583384093918e-09,8.18354825368308e-10,1.52058758636017e-09,0.999999616137011,0,0.00168686985655991,0.00266318275463545,3.50879039296513e-18,2.30414857206576e-17
"MMALNBCO3H",2.07961639706367e-11,2.00231651850011e-11,2.15853460568112e-11,0.999999998253558,0,0.00568825046266754,0.000267993233170862,8.01157342332993e-18,4.93093154469801e-18
"IPRHOCO3",2.63415096568756e-08,3.17003484987567e-08,2.08704795656296e-08,0.999996428204879,0,0.0135692738985878,0.0220089442741571,6.65832396370663e-18,3.59809907865235e-18
"INCO2",3.0392134896943e-06,4.32703474438593e-06,1.72443074580965e-06,0.999916711492842,0,0.00222906947855554,0.00231981642463528,6.65832396370663e-18,0
"INANCOCO3",1.06958224636626e-12,1.76066709725455e-12,3.64029023667196e-13,0.999999999743673,0,0.0126390429596885,0.00421251863390449,1.08018501718478e-17,1.0942999265152e-17
"C510O",0.000182452951590171,1.12090421607867e-05,0.0003572819787497,0.813625142326582,0,0.00312789964006119,0.00389427666951409,8.01157342332993e-18,7.32364928527429e-13
"MEKBOOH",0.00274829077136567,0.0027690547262297,0.00272709210776964,0.981541664663522,0,0.0058305257149763,0,6.29906714148299e-18,2.57837594718719e-11
"MGLYOOB",1.16076210410662e-07,8.14794729436575e-08,1.51397256130797e-07,0.99992124706321,4.91350125670876e-18,0.00178268274306783,0.00673332998341792,1.05025182492423e-16,1.21762925851906e-13
"HO13C4OOH",6.95662376671933e-06,6.90702115057803e-06,7.00726485026764e-06,0.999659972236909,0,0.00435807222856779,0,7.65231660110629e-18,1.00678516115853e-18
"MGLYOOA",5.59790875480254e-07,3.83426451104327e-07,7.39847619348908e-07,0.999996064564766,0,0.00339487914082134,0.000175870559268378,2.51479775556547e-18,6.21907314240288e-13
"HC4CO3",1.89149741769427e-08,2.01713544271632e-08,1.76322906781811e-08,0.999998900708295,0,0.00561934531008345,8.37478853658945e-05,6.29906714148299e-18,1.5101777417378e-18
"INCNO3",9.28739534993976e-08,9.14784025893789e-08,9.42987212985162e-08,0.999985530281044,0,0.00175034585988976,0.00319916922097717,8.01157342332993e-18,1.22758317311977e-17
"PERPROACID",0.00177280140508079,0.00191763971483484,0.00162493079832981,0.907520184110548,0,0.0170811717034724,0,9.36482288295323e-18,1.88259727994091e-13
"INB1O",1.1140662451777e-09,2.62693197410387e-10,1.98326341655145e-09,0.999999662825797,0,0.00186238343576612,2.51243656097684e-05,7.65231660110629e-18,4.67923525440838e-18
"HO3C3CO3",2.00148978115699e-07,2.36007092976047e-07,1.63540147134796e-07,0.999968766975366,0,0.0212544143841598,0.0068254526573204,2.15554093334183e-18,5.18262783498764e-18
"CH3CHOO",7.10553641433406e-05,7.05574505332351e-05,7.15637019426486e-05,0.966732506357378,0,0.00196632511965695,0.00681707786878381,4.88452968182492e-11,9.5128051546104e-12
"C3MDIALO",4.13170213474885e-07,9.03055709624477e-09,8.25770832070316e-07,0.999994472614311,0,0.0016744138834168,0.00126459306902501,5.58055349703571e-18,1.28050040352768e-14
"INB2OOH",8.07792851197872e-10,7.99468128979624e-10,8.16291857624666e-10,0.999999964289745,0,0.00390574214526824,0,5.58055349703571e-18,0
"INCNCHO",4.12185895416736e-08,3.35136783568988e-08,4.90848087331961e-08,0.999979991135186,0,0.00218756077287712,0.0043632648275631,8.01157342332993e-18,6.91988081765703e-17
"INANPAN",1.10934918589059e-12,1.08415608266078e-12,1.13506972534494e-12,0.999999999955722,0,0.00634208470289863,0.00249568698390366,5.58055349703571e-18,1.00678516115853e-18
"NPXYFUO2",3.80878010314423e-09,4.07698076837913e-09,3.53496445888103e-09,0.999998627430198,0,0.0102956735783711,0.00180895432390332,3.50879039296513e-18,1.00678516115853e-18
"CH3O2NO2",0.602076116113234,0.595899559590305,0.608381983409174,0.00127096934853441,0.909007586123059,0.0815459568478885,0,1,0.00232270414091413
"HPC52CO3H",1.31128674236278e-08,1.29775666974118e-08,1.32510007704846e-08,0.999999592061498,0,0.00324698574841647,0,3.14953357074149e-18,7.55088870868898e-19
"INCNCO3",2.02515625137275e-08,2.50148425644763e-08,1.53885596768049e-08,0.999986212637291,0,0.0115495978742476,0.00545198733731973,1.08018501718478e-17,7.2705491719022e-18
"HO2CO4C5O2",7.32258435063407e-05,7.43514589463918e-05,7.20766624756365e-05,0.999474401814404,0,0.00351222000496396,0.00477362946585599,2.15554093334183e-18,5.18262783498764e-18
"IBUTALOH",1.72285110943667e-08,1.63385339586288e-08,1.81371205588069e-08,0.999998126627342,0,0.00173741565225037,0.0343952565197729,5.58055349703571e-18,3.95675111402819e-17
"C32OH13CO",1.9664266132976e-11,9.71807945622464e-13,3.87480647393305e-11,0.999999999785601,0,0.00169013426034562,0.000334991541463578,5.58055349703571e-18,4.67923525440838e-18
"CH3CO3H",0.0491683780382199,0.0527137984404898,0.0455487316410673,0.295812232867208,2.03188740977229e-11,0.211700588044156,0,2.80713314103322e-06,7.11332505022591e-06
"DIEKBO",1.91556267601289e-05,8.95530313229598e-06,2.95695016973964e-05,0.998827519880814,0,0.00184458591479145,0.0014320888397568,5.58055349703571e-18,2.84301020778345e-18
"HIEB1O2",6.50874272057832e-09,6.90353743393006e-09,6.10568268829453e-09,0.999999717094572,0,0.00353051087047959,0.000720231814146693,3.14953357074149e-18,7.55088870868898e-19
"C57O",4.23587048777366e-09,2.612200131827e-10,8.29373320585441e-09,0.999999765418031,0,0.00305186514934275,0.00131484180024454,3.86804721518877e-18,3.43105322906968e-17
"CH3C2H2O2",9.39305434853738e-06,4.69221792329223e-06,1.41923062565335e-05,0.999981485354486,8.44616291668473e-19,0.00421668099135925,0.00128134264609819,2.35916856184949e-17,3.9020223887969e-08
"MVKOHAO",2.77708808369339e-09,2.57371770147114e-10,5.34955651940699e-09,0.999999565012801,0,0.00171442197232094,5.02487312195367e-05,7.65231660110629e-18,2.30532170389211e-11
"H1CO23CHO",4.77818913945385e-09,4.92517661756469e-09,4.6281243699191e-09,0.999997011343093,0,0.00292082976952356,0.00255431050365978,5.22129667481207e-18,6.86954155959911e-17
"HO3C4O",9.43537873350942e-09,2.50366404971387e-09,1.65122139841969e-08,0.999995820719383,0,0.00172189761557647,0.000100497462439073,3.50879039296513e-18,7.1157226917115e-11
"INB1HPCHO",1.42770637536336e-09,1.37292591006577e-09,1.48363371016456e-09,0.999999893896753,0,0.0030256904138671,0.000368490695609936,5.58055349703571e-18,2.84301020778345e-18
"ACO2H",1.49781909652428e-07,4.7333480022976e-08,2.54375172827866e-07,0.999937585314062,0,0.00170350324240295,0,7.98047684213529e-17,1.09619961448104e-09
"CO2C3CO3",0.00450232794367811,0.00526875621369916,0.00371985393171569,0.990897375646663,1.8236379474805e-15,0.0950740200526297,0.0150997437314708,5.19814763202803e-10,2.51031925413337e-11
"HC4ACHO",2.67676498318618e-08,2.61024491735947e-08,2.74467769572482e-08,0.999999993284134,0,0.0031478340729627,0.0087349044436628,2.16037003436956e-17,2.92308987168038e-17
"CO2N3PAN",1.17682814468896e-08,1.18314708590031e-08,1.17037691177598e-08,0.999979985233145,0,0.0082561338228471,0,3.82615830055315e-18,5.03392580579265e-19
"ISOPBNO3",4.45838989116371e-09,4.0700319381415e-09,4.85487840478608e-09,0.999999959420427,0,0.00164777768364241,0.00637321407634457,2.77352118266361e-17,2.74466243739443e-13
"CH3CHOOA",0.000320797747465425,0.000293989388178847,0.000348167359555181,0.887130173431954,0,0.00181161840039156,0.0206187293770832,1.27624395194859e-09,4.12527493627538e-07
"ACRO2",3.03087899532782e-10,2.05116482437986e-10,4.03110420609286e-10,0.999999999804549,0,0.00728350804830595,0.000200994924878147,1.08018501718478e-17,7.2705491719022e-18
"MMALNACO3",2.32522858585157e-10,2.8451596151949e-10,1.79441241637122e-10,0.999999905196525,0,0.0103370106052517,0.00836641374805286,1.08018501718478e-17,1.0942999265152e-17
"INB2O",8.10555768177336e-11,1.78081427967287e-11,1.4562714258655e-10,0.999999974035487,0,0.00170784035841878,0.00122271912634206,1.07777046667092e-18,2.59131391749382e-18
"C4CHOBO2",4.58973212179012e-05,4.64280644200016e-05,4.53554665148409e-05,0.999661753745924,0,0.00281014917049062,0.0027804297941477,1.49453763799889e-17,3.59809907865235e-18
"C5PAN9",3.32676333388237e-07,3.28777011224901e-07,3.36657290741228e-07,0.99999295564173,0,0.00783595317150319,0.00257106008073296,5.58055349703571e-18,1.33214988518153e-16
"C5PAN8",8.29548642391682e-08,6.65635402921314e-08,9.96893526601935e-08,0.999958978276712,0,0.00503859930960702,0.00257943486926955,5.58055349703571e-18,7.75893754836876e-16
"NBUTOLAO",2.41371878973264e-07,4.00666931777654e-08,4.46891537523853e-07,0.999950334268351,0,0.00167907845491694,0.00337503978024555,5.58055349703571e-18,1.92582060064819e-09
"C533OOH",1.38192543917391e-10,1.37974437146781e-10,1.38415216914344e-10,0.999999981418738,0,0.0188608817368625,0,1.07777046667092e-18,2.59131391749382e-18
"C4CO2O",3.04970153778709e-08,4.08001651773119e-09,5.74670736215897e-08,0.999999093813505,0,0.0026856095852966,0,6.29906714148299e-18,2.57931271826354e-14
"HO13C5OOH",4.94439988984872e-09,4.89998195903207e-09,4.98974774285553e-09,0.999999926974807,0,0.00422721018286151,0,3.14953357074149e-18,7.55088870868898e-19
"C5PAN1",8.80532390229334e-05,7.36995694953962e-05,0.00010270741322411,0.965670018131733,0,0.00966101374767018,0,5.58055349703571e-18,6.69813670617861e-13
"IECCO3H",1.955394971191e-09,1.93728140952478e-09,1.97388775364996e-09,0.999999851280709,0,0.00475476102927684,0,3.14953357074149e-18,2.59131391749382e-18
"C5PAN2",2.18361892152962e-05,2.04487237753656e-05,2.32527022690383e-05,0.996912116680187,0,0.00984253017907224,0.00242031388707435,3.50879039296513e-18,5.83599112169945e-14
"CHOMOHPAN",1.8318608193436e-05,1.34819930213484e-05,2.32564814766303e-05,0.991165551898683,0,0.00964071705929884,0.00252918613805001,7.65231660110629e-18,2.94256070506805e-13
"CH4",0.0921702382934189,5.87978776347654e-05,0.18621009975077,0.830036778309202,0,0.00191322597192338,0,4.07044141808731e-11,0.000710920082392149
"HMGLYOO",1.47542729149256e-10,1.47303874419317e-10,1.47786584479393e-10,0.999999809453349,0,0.0017895384702443,8.37478853658945e-06,1.75439519648257e-18,5.03392580579265e-19
"HCOCO3",0.000287947109427806,0.000435044714998632,0.000137769906833349,0.999824211261791,1.51369520323349e-15,0.037097029622857,0.00257106008073296,2.61933847025936e-14,6.84840003566973e-13
"NC4CO3",0.00238488846352403,0.00229886246926675,0.00247271547551264,0.960708346911265,0,0.0119472698138823,0.000184245347804968,2.04801805752114e-14,7.85395862962828e-13
"HO2C5O2",0.000157402537461741,0.000174608843873234,0.000139836004316394,0.998080147922314,0,0.00334660957507187,0.00616384436292984,6.65832396370663e-18,7.2705491719022e-18
"HC4PAN",1.88695652505872e-08,1.49575909076453e-08,2.28634396659082e-08,0.999990197158391,0,0.00578444866132756,0,5.58055349703571e-18,1.86465514870276e-16
"ISOPDOH",1.42412660737424e-08,1.0460912761686e-08,1.81007638746769e-08,0.999997675162787,0,0.00168550884027507,8.37478853658945e-05,2.38671646114473e-17,2.59131391749382e-18
"HCOCH2O2",0.00522036066882957,0.00560413958971582,0.00482854705276315,0.999934116687319,1.2538655297825e-11,0.0137954037376601,0.0141198934726898,2.04499020005101e-08,2.51079000409452e-13
"HO2C5OH",7.69495128674943e-07,7.62400977789851e-07,7.76737800848782e-07,0.999035467036958,0,0.00166569491501035,0.00146558799390315,1.07777046667092e-18,2.59131391749382e-18
"NO3CH2CO3",1.63135908209669e-10,1.88511198370458e-10,1.37229367606362e-10,0.999999999779466,0,0.0354852859414299,0.0577274173827111,4.31108186668366e-18,8.90525902166058e-14
"MMALNACO3H",1.78884934828596e-10,1.52168529446567e-10,2.06160667890891e-10,0.999999932669428,0,0.00617938440017895,0.00228631727048892,8.01157342332993e-18,6.76715659132293e-18
"A2PANO",3.34808378809979e-13,1.05778444723006e-13,5.68633223735913e-13,0.999999999255132,5.88578325443795e-27,0.00229594634472544,0,2.79027674851786e-18,1.42150510389173e-18
"C2H5O",0.00387156556882054,0.00276986644485377,0.00499632957769784,0.9970358087421,0,0.00228070305930094,0,1.20148351675397e-12,3.16063058159451e-11
"NC524NO3",7.18207943079927e-13,7.38518480236032e-13,6.97472189826445e-13,0.999999999040499,4.3378614300793e-27,0.00170077705623866,0.000125621828048842,2.79027674851786e-18,1.42150510389173e-18
"PEBOOH",0.00198188342416497,0.00196365712371295,0.00200049130567948,0.934554607569218,0,0.00408146043861335,0,7.65231660110629e-18,1.00678516115853e-18
"CONM2CO3",4.87552370389658e-10,6.05240792385105e-10,3.67400054351294e-10,0.999999948815688,0,0.00943610616324192,0.0471165603068523,1.08018501718478e-17,0
"HO2CO4C5",3.28099766267542e-06,3.25600691578076e-06,3.30651160931529e-06,0.999984742835423,0,0.0016623579215303,0.0012729678575616,3.50879039296513e-18,2.09560070172448e-14
"C535O",1.57724774985916e-07,6.22096923879621e-09,3.12400424811919e-07,0.999988105319271,0,0.00170764431462125,2.51243656097684e-05,1.43702728889455e-18,1.04398261164412e-15
"PXYFUO",1.19659771166093e-08,2.09916296830655e-09,2.2039360307052e-08,0.999971304059579,0,0.00314409809837155,0.00412039596000201,5.58055349703571e-18,1.00678516115853e-18
"PROPALO",0.000153224573581757,0.000101102353197767,0.000206438011148629,0.882362874520987,0,0.00358805189562193,0.00472338073463645,1.07777046667092e-18,3.16468137242057e-12
"PE2ENEBNO3",1.84484101429478e-09,1.90524058853666e-09,1.78317693035308e-09,0.999982192529149,0,0.00165663260656385,0,1.75439519648257e-18,5.03392580579265e-19
"DIEKAOOH",0.000468985630979814,0.000468323689065699,0.000469661431136831,0.99707476679784,0,0.00600323913541258,0,6.29906714148299e-18,1.46766207503681e-14
"PRONO3BO2",0.000289470928156175,0.000514008793954762,6.02321962862304e-05,0.999919459964577,0,0.0040783929146311,0.0150829941543976,2.10243168478488e-09,1.61999781147372e-17
"C58NO3PAN",6.52355792814922e-10,6.45743403433563e-10,6.59106617452103e-10,0.999999756470033,0,0.0100832889134723,0,3.14953357074149e-18,7.55088870868898e-19
"HCOCO2H",2.22630564809864e-05,2.75801570679035e-05,1.68346384659012e-05,0.99999980735523,0,0.00690973211647106,0.00256268529219637,2.45856782558946e-17,4.09655721483285e-13
"TISOPC",2.55936509180542e-05,2.53312337818311e-05,2.58615619508539e-05,0.998511587060134,0,0.0126123409196474,0.00195132572902534,8.20249693373694e-14,0
"ETHENO3O2",3.56027753405569e-10,5.36595273446558e-10,1.71679918959563e-10,0.99999999276988,0,0.00433263650485112,0.0143460127631777,2.15554093334183e-18,1.5101777417378e-18
"INCO",2.89115498545652e-06,1.40918744818218e-07,5.69896945320523e-06,0.99974188252562,0,0.00181225947031331,0,5.58055349703571e-18,2.67455045304705e-15
"HIEPOXB",1.04558942106482e-08,1.03472442949881e-08,1.05668187925448e-08,0.999995347008618,0,0.00332089374491615,0.00128971743463478,1.07777046667092e-18,7.55088870868898e-19
"HCHO",0.140742962117634,0.243171666198916,0.0361698374592858,0.999999999939801,0.123471836895486,0.277480913395928,0.0235415305763529,0.00727482086200564,8.80154597296584e-10
"HMVKAO2",3.46797227255002e-06,3.91931462656324e-06,3.00718073297961e-06,0.999982878091104,4.15897964986822e-16,0.00350691926989432,0.0135169086980554,1.01249218436863e-13,5.18262783498764e-18
"M3FOOA",3.07751020083627e-11,3.04595584420586e-11,3.1097251712298e-11,0.999999968617804,0,0.00195901427345752,0.00654908463561295,1.07777046667092e-18,2.59131391749382e-18
"CONM2CO2H",1.11933052195904e-10,6.06866322494668e-11,1.64252353796168e-10,0.999999938995937,0,0.00275258565712673,0.01156558296903,8.01157342332993e-18,6.76715659132293e-18
"MEKCOH",7.60764199487794e-06,8.42579020323587e-06,6.77236524946756e-06,0.999985192971542,0,0.00732624268053903,0.00513374537292933,1.11611069940714e-17,1.95086371824412e-09
"MACRNO3",2.56313326327347e-09,1.38557507807853e-09,3.7653444988577e-09,0.999999999979643,1.69856097788258e-16,0.0112727570332229,0.0990151248680971,1.92564582466726e-17,5.4360305774376e-17
"INAHCHO",3.88090618685116e-13,3.74024727167026e-13,4.02450990031656e-13,0.999999999974286,4.46206825625124e-27,0.0030604219889142,0.0108955998861029,5.58055349703571e-18,1.00678516115853e-18
"PEAO",2.09236325927369e-05,6.56745500009393e-06,3.55803673672149e-05,0.994962115160955,0,0.00172265029364054,0.003651407801953,3.50879039296513e-18,2.84301020778345e-18
"ISOP34OOH",5.78402282867449e-08,5.16424982427719e-08,6.41677123870305e-08,0.999982092000268,0,0.00270434241028521,0,3.14953357074149e-18,7.55088870868898e-19
"H13CO2CO3H",7.17870511794819e-09,7.1215534650488e-09,7.23705328291508e-09,0.999999866339869,0,0.00851739317282764,0,3.14953357074149e-18,7.55088870868898e-19
"CO23C5",0.000955337496780571,0.000666406310515582,0.00125031767084385,0.998600082027065,0,0.0168234915361058,0.00600472338073464,2.60131936304765e-16,1.02450740591355e-09
"IPROPOLPER",7.63150852550303e-05,7.65679164795172e-05,7.60569608221096e-05,0.998496362953945,0,0.0109690211035455,0,2.38671646114473e-17,7.37503487611656e-15
"HO1C4NO3",2.86634377227117e-07,2.88833513863838e-07,2.84389200040553e-07,0.996978870313752,0,0.00165286382368769,0.00453076059829489,5.22129667481207e-18,4.42753896411874e-18
