"","Flux","FluxIn","FluxOut","Closeness","EigenCentrality","PageRank","Betweenness","Authorities","Hubs"
"C3DIOLOOH",2.98243643081869e-05,2.8792993297804e-05,3.09323681954413e-05,0.945853594277128,0,0.0104833248139468,0,1.19913789995585e-18,0
"INAHPCO3",0.000304163915976788,0.000157622222474175,0.000461593943009882,0.910618571014271,5.16816259876505e-21,0.0186929238161289,0.00329549615525449,5.90846959359006e-18,5.18382646830774e-15
"INDOOH",0.0040934622900379,0.00396729476756467,0.00422900430541186,0.671994848551557,0,0.012385309435253,0.000366166239472721,6.91376155872899e-18,0
"NC4OOA",0.000802613400236826,0.000760461327034174,0.000847897454659714,0.770775410999824,3.16871889173423e-20,0.00742765202905054,0.00402782863419993,2.04643046646854e-08,1.18754362439872e-14
"MEKAO",0.000121744568545851,0.000102006173514435,0.000142949564810823,0.943594509519136,9.34324612454111e-21,0.0232618528956275,0.101061882094471,6.35780256184567e-18,4.12852821334974e-15
"HO2C4O2",0.000185015455850155,0.000138787470007229,0.000234678271169043,0.960027562739788,0,0.0357682703670521,0.31893079458074,1.36095058099481e-14,0
"MACROHO2",0.00332876726681932,0.00461178385793302,0.00195042004156812,0.897003362638677,0,0.00655098801671401,0.0307579641157085,7.03369773056927e-09,4.42528896705656e-19
"C58OOH",0.0076659379086751,0.0146728695930407,0.000138377539181647,0.768403368055153,0,0.0150186327126921,0,7.32707830828356e-16,0
"C58NO3",0.000563338546486106,0.000994008171378407,0.000100669328814491,0.967527041674105,2.51031756354602e-21,0.0169983432622562,0.056389600878799,1.28894568808753e-10,3.53861473416511e-10
"C59O",0.000418930614034496,9.14174000544563e-05,0.000770778698345422,0.901351550715993,0,0.00845070068419413,0.00659099231050897,4.04205113029734e-14,2.36583427452157e-09
"NC5H12",0.000972196022535303,0,0.00201662810497518,0.843867388527846,0,0.00534980099651861,0,5.21197767620367e-18,0
"HMVKBO2",0.0473608900532579,0.0617903911386452,0.0318592489049244,0.856361378026447,0,0.0260659287564066,0.0439399487367265,5.00107788333601e-07,3.75606498540996e-15
"C524O",0.00535736560008366,7.86043573533966e-05,0.0110283490948217,0.909410606201359,4.85783620444702e-21,0.00618146788946015,0.0325887953130721,6.91376155872899e-18,9.27716069186996e-05
"INB1GLYOX",0.000195545597570219,3.16303899570989e-05,0.000371640024684293,0.927524135436269,0,0.00662050794513282,0.0450384474551446,1.9486237954653e-16,1.30157867613255e-09
"PRONO3AO2",8.95329314310923e-05,5.76824175397212e-05,0.000123750000601561,0.961875575258732,0,0.00840296613058744,0.0578542658366899,1.12415796382482e-10,2.09174946298239e-17
"HO13C3CO3",8.00310491692492e-05,6.00347409357707e-05,0.000101513122090035,0.963977348493666,0,0.0164079402199767,0.0263639692420359,1.22704171235096e-14,1.48730054012956e-15
"CONM2CO3H",0.000198885357170809,0.000263715755485949,0.000129237933865053,0.970597835697709,0,0.0156892168722303,0.0388136213841084,3.45747622050716e-13,7.66825402317371e-10
"HO2C4OOH",8.76954734037814e-05,0.000100539333990591,7.38972889344952e-05,0.938171644475638,0,0.019342656615745,0,2.95423479679503e-18,0
"MACRNOOA",0.000875251205886849,0.000801794215630355,0.000954166193733931,0.848796226727579,2.95871812786119e-21,0.00615590814533908,0.0190406444525815,2.27491642293098e-08,2.32720422553296e-09
"CO2H3CO3H",0.00352913854532183,0.00631152433027692,0.000540016071899833,0.877002529653876,1.60953314718798e-22,0.0106284793500587,0.0164774807762724,4.54989748698055e-10,3.17282080034461e-09
"CH3CHO",0.0128654953386523,0.0104361934847057,0.015475299056606,0.975171292177411,0,0.147182044313195,1,9.33389507360236e-07,1.75606745077464e-06
"NC3H7O",0.000451392299711839,0.000154212853294818,0.000770652758389951,0.917609208293522,0,0.0163432263019946,0.0146466495789088,2.39827579991171e-18,7.68186649181601e-14
"NC3H7NO3",3.65550910080971e-05,4.14208971421998e-05,3.13277459916705e-05,0.928997323796584,0,0.00613118271086818,0,1.19913789995585e-18,1.32438499709454e-18
"IC3H7O2",0.00773626685715392,0.00819887633692784,0.00723928459111183,0.963987977072955,0,0.04946109806274,0.0823874038813621,1.94073895242695e-14,0
"HOCO3C54O2",0.00012522898293521,4.69796719403123e-05,0.000209292370294849,0.946025812831297,0,0.0201350188993298,0.0644452581471988,0,4.42528896705656e-19
"MPRK",0.000453153779097599,0.000101960348662082,0.000830441566114493,0.947291414843922,0,0.00796000555447541,0.0963017209813255,1.04239553524073e-17,2.07569299486013e-10
"NOA",0.0016466566503221,0.00225221733391979,0.000996101627309051,0.962073115189849,6.91620526379622e-22,0.0663696442421298,0.154522153057488,6.54112930488018e-13,3.56047728156418e-06
"BIACETOOH",4.91147081007291e-05,3.36829643691208e-05,6.5693060477908e-05,0.961761390842357,0,0.0108689887523168,0,5.21197767620367e-18,1.13494181611162e-15
"INCOOH",0.000378718045302457,0.000336801750658049,0.000423748802360541,0.818014130817899,1.03630674712485e-20,0.00781860363867934,0,1.14292473175463e-17,0
"HO1C5OOH",3.89116269495032e-05,4.62136337416286e-05,3.10670668164537e-05,0.928199424708605,0,0.00978523947618761,0,3.4568807793645e-18,1.32438499709454e-18
"HO13C3CHO",5.98166428031442e-05,2.8886524855792e-05,9.30449288165144e-05,0.979737626526258,4.03024479073643e-21,0.00878892426801443,0.0984987184181619,6.91376155872899e-18,2.17497659776747e-10
"INAOOH",0.000679011674211056,0.000630082029911041,0.000731576886477649,0.784346001671017,0,0.0101871341472732,0.000366166239472721,2.39827579991171e-18,0
"HO13C5O",7.45615326888332e-05,8.63790385337967e-05,6.18659631197319e-05,0.968786294958352,1.80379848239598e-23,0.0231462968152932,0.0512632735261809,1.84231680302839e-18,3.25884686755913e-11
"MMALNAPAN",0.000167194318329731,0.000144845600862559,0.000191203589076621,0.937037320424648,0,0.0109978947816213,0,5.21197767620367e-18,4.54949951086758e-10
"IEPOXC",0.000462748885892499,0.000681196879250561,0.00022806978073345,0.839015571254482,1.23458447749876e-21,0.0103176007007455,0.00842182350787257,2.17455208094846e-14,0
"MACROOA",0.000807962170159986,0.000643997115443463,0.000984110148114429,0.877381424625597,0,0.00536507114792196,0.000732332478945441,1.05074774600869e-08,3.35787270514726e-06
"C58NO3CO3",0.000686818470647983,0.000488070111929129,0.000900334219906977,0.869078697277067,0,0.022219077581225,0.0109849871841816,3.44569901504887e-16,3.64030136371467e-12
"MACROOH",0.00585770276937722,0.00999097805244841,0.00141731707438377,0.86231122602308,0,0.030678035452757,0,6.91376155872899e-18,4.68702753987741e-09
"INAHPCO3H",9.14079989966219e-05,0.000143103467330319,3.58714565782871e-05,0.938722886710487,0,0.0106417125967265,0,3.4568807793645e-18,2.2913845882276e-15
"CO2N3CHO",0.00113688399340062,0.00192669652956467,0.000288386845951144,0.905941467078795,0,0.0193594834830846,0.0113511534236543,3.09311187837622e-11,2.80281690560171e-09
"PRNO3CO3H",2.98351707520709e-05,2.88130561891794e-05,3.09332304197384e-05,0.954158541943705,0,0.00878680583037926,0,1.841259584618e-15,3.25873133198734e-11
"CO2N3CO3",0.00128169445176757,0.000725687984456651,0.00187901328361097,0.782180799196329,4.69466680297547e-21,0.0137648148535807,0.000366166239472721,6.57001060697956e-13,4.03724103112799e-09
"PBN",0.000186900273412298,0.000193785880078094,0.000179503052746793,0.810533227768306,5.13023508374259e-22,0.0140469916025487,0,5.71462365877314e-18,4.98900989318361e-17
"HCOCH2CO2H",2.98254163908108e-05,2.87949005994831e-05,3.09325015145669e-05,0.950667055563308,6.24970308705136e-21,0.00815210630857282,0,7.97236653818178e-18,9.11404903197629e-14
"PHAN",0.039534459150967,0.0392757639946996,0.039812375861707,0.0330888822249956,0,0.124110243276724,0,1.60228578090022e-05,2.41068142777325e-07
"HO3C3CHO",5.9649876894054e-05,2.87934733959073e-05,9.27989713309263e-05,0.965891555123844,0,0.00939232290694084,0.120468692786525,0,5.20394967529766e-07
"HOCH2COCHO",0.00138117421819574,0.000267285444620184,0.00257782709932771,0.965231693912843,0,0.0364770014765669,0.0161113145367997,9.36168786926802e-11,1.6832700919233e-08
"HMGLYOOA",6.34680258488127e-05,3.14080429185444e-05,9.79101280161572e-05,0.980312310109319,0,0.00538424804884498,0.00622482607103625,3.4908048773395e-11,4.34049507097493e-10
"BUT2OL",4.87012025023636e-05,3.28406287175415e-05,6.57402478417735e-05,0.924970502245841,0,0.0056150365016933,0.0135481508604907,6.96491917386386e-19,1.23266593893251e-17
"HO13CO4C5",4.47365933698909e-05,2.87930060306412e-05,6.18648203326688e-05,0.971609510259926,0,0.00857256927301201,0.040644452581472,5.21197767620367e-18,1.1823058859773e-10
"HO1C3OOH",9.96242599734522e-05,0.000117987979195903,7.98960806101708e-05,0.935973988114191,7.51866311014739e-21,0.0226187983429711,0,5.21197767620367e-18,2.98709901725938e-18
"PERPENACID",4.37917222627098e-05,5.52714506005814e-05,3.1459027728021e-05,0.942021058164969,0,0.00944107446563139,0,5.71462365877314e-18,0
"MGLOOA",0.000659394191167933,0.000528986057795651,0.000799491903098413,0.904138189927505,0,0.00541360762224399,0.022336140607836,4.30579218722668e-09,2.3306391037033e-06
"ACRPAN",0.000118272291619838,0.000114084630577358,0.000122771104042196,0.901884463426786,2.26706254334887e-21,0.0165505247487112,0,1.29019067993091e-10,1.00941424974209e-13
"C4H9CO3",0.000183691256379002,0.000164500850298584,0.000204307547045537,0.935270018828656,3.09729826366682e-21,0.0165613893298333,0.0549249359209081,4.95904575871662e-14,2.23837388569248e-18
"HMACROH",6.37248266250371e-05,6.15036129520753e-05,6.61110808044622e-05,0.977260223629325,0,0.00824039860340747,0.00549249359209081,1.24741699416533e-14,2.31605816619406e-10
"ISOPCNO3",0.00114196331122161,0.00190555672298215,0.000321633420236609,0.943675929217398,0,0.00983145375907634,0.00842182350787257,1.39298383477277e-18,7.6931512856345e-12
"MVK",0.0863693307199991,0.0760848557511094,0.0974179622300793,0.855433033207681,1.35633104988401e-19,0.0128681259801728,0.113145367997071,0.00020462809937821,4.15737195328673e-06
"IC3H7O",0.0008886149336773,0.000129082129785393,0.0017045825057123,0.9405619142125,0,0.00870049445577976,0,5.21197767620367e-18,4.03453405055221e-17
"SC4H9O2",0.00407764909561813,0.00427298184233404,0.00386780274499309,0.904140859242176,0,0.0342089090433691,0.0358842914683266,0,1.09733432970439e-17
"MACRNCO2H",0.000211771787129454,0.000257653153636861,0.000162481345638496,0.934425521163072,1.0799647403396e-21,0.0126440930017931,0.15745148297327,5.25390821330442e-15,8.87065731697161e-12
"C510O2",0.000288247752339811,0.000184917040721888,0.000399256137288415,0.8596925620325,0,0.0116249706249249,0.00659099231050897,9.93385694840214e-14,0
"INDO2",0.00309529117863639,0.00149541141255987,0.00481404513051861,0.68535721077266,8.35516259257368e-22,0.00934901564541657,0.00842182350787257,6.35780256184567e-18,0
"CO23C54O",0.000108129361309155,7.09886333313448e-05,0.000148029717786686,0.971628587632276,5.18458752087087e-21,0.0139807500565583,0.018308311973636,6.35780256184567e-18,5.8620504235254e-10
"INB1NACHO",0.000141394409218788,0.000206335595770819,7.16279658941443e-05,0.976268204846329,0,0.00831960941188408,0.0212376418894178,2.95423479679503e-18,2.51778551951073e-10
"MACRNBPAN",0.000169629731791956,0.000166213385330833,0.000173299919455779,0.828243915474471,0,0.0145120656344303,0,0,3.68147144109442e-17
"NC524OOH",0.0005114120971956,0.000465579198715889,0.000560650469389909,0.89301102404272,2.19584060316547e-22,0.010465745363973,0.000366166239472721,2.39827579991171e-18,0
"HOCH2CHO",0.061349715117933,0.053517890607423,0.0697634594587956,0.975169601340112,0,0.129258841230849,0.556572683998535,8.47650662081212e-08,5.81104046089072e-05
"ISOPANO3",0.00161816346051116,0.0027085677086611,0.000446740050830251,0.904635671348122,0,0.00900100309679242,0.00842182350787257,5.90846959359006e-18,8.60298884213624e-12
"INANCOCO2H",4.48275832191251e-05,2.88878947774365e-05,6.19516215886517e-05,0.948119192392929,0,0.0068933558291236,0.00219699743683632,5.21197767620367e-18,7.90425517378483e-15
"INB1OOH",0.00239840952845995,0.00227997173062613,0.00252564748558364,0.777989471164101,0,0.0138708127096475,0.0018308311973636,1.84231680302839e-18,8.30164237036881e-11
"C3H7CHO",0.000388353436125575,0.000120574605557069,0.000676028755877074,0.980790006312535,0,0.0132784496075644,0.450750640790919,8.86270439038509e-18,3.2406337054838e-10
"INANCO3H",3.46691630244881e-05,3.78450619582463e-05,3.12572886080989e-05,0.941787604118941,2.62628360093499e-21,0.00819017589394343,0,1.19913789995585e-18,1.99812239254474e-15
"H14CO23C4",2.98316782971262e-05,2.87931188821847e-05,3.09474047014126e-05,0.953378309047882,0,0.00662593827521527,0.00146466495789088,3.4568807793645e-18,1.87389809208626e-10
"CO2C4CHO",9.28062124220402e-05,9.04087048140139e-05,9.53818595196145e-05,0.978065760319512,2.00242709834864e-21,0.0109769557875883,0.0728670816550714,2.2688198728098e-14,2.25600087038632e-10
"C3DIOLO",5.96487281314297e-05,5.75859854306434e-05,6.18647366364856e-05,0.966434600700944,3.61938943495285e-21,0.0193941508043632,0.0128158183815452,2.39827579991171e-18,5.20382938430043e-07
"PRONO3AO",4.47723349103687e-05,5.75869111685481e-05,3.10056106524233e-05,0.961116560134146,0,0.0101675531102582,0,2.95423479679503e-18,0
"MACRNOO",0.000236851175109058,0.000214313279312535,0.000261063680503998,0.889595305012579,0,0.00661239137901894,0.0219699743683632,9.76508357979347e-13,2.7122038474986e-12
"PRNO3PAN",2.98583074290773e-05,2.88259115921333e-05,3.09674122895043e-05,0.945565080181289,0,0.00878833930469779,0,1.841259584618e-15,0
"MEKAOOH",0.000300122756811196,0.000488472465142856,9.77782979367667e-05,0.927547845768292,2.2434211046692e-21,0.0321745365352227,0,2.95423479679503e-18,5.1552812952001e-17
"PEANO3",3.08475410517702e-05,3.07271524042022e-05,3.09768748105667e-05,0.935324668396928,9.38774659883799e-21,0.00644372155569768,0,0,0
"HYPROPO2H",0.00143108573626317,0.00238595932116447,0.000405263182345995,0.861027548918665,0,0.0324626595190717,0,1.92344080815996e-14,1.12637313415229e-11
"ISOPAO",0.0126706160058854,0.000187688171951419,0.0260810497150696,0.896196200818319,0,0.0062878666492976,0.0512632735261809,2.19636839558823e-15,4.15365945337947e-17
"INCO",0.00166242935848344,8.85604936189032e-05,0.00335323974848178,0.820644990316344,3.82450642520436e-22,0.00629508518892791,0,2.39827579991171e-18,1.60404023152866e-10
"MMALNBCO3H",0.00010246599689116,0.00010917273185924,9.52609384392472e-05,0.978708316509305,0,0.0112935734472144,0.0227023068473087,1.0873288320663e-17,2.23764102846978e-10
"IPRHOCO3",0.000115467577847274,5.17158101801979e-05,0.000183956226144874,0.925330919979043,7.41583251621451e-22,0.012704281243098,0.00732332478945441,6.35780256184567e-18,4.42528896705656e-19
"INCO2",0.000416788050514016,6.24249326454715e-05,0.000797481038919953,0.852226025338235,2.54756569615776e-21,0.0064015790040258,0.0142804833394361,1.04239553524073e-17,0
"MACRO",0.0179115487891919,0.000139990221617231,0.0370035688064411,0.917320084942195,0,0.00722565413402617,0,8.10053450493068e-13,1.31144512809256e-07
"INANCOCO3",7.59925152211233e-05,2.97079807893136e-05,0.000125716080799298,0.966200773963439,5.35238802794444e-22,0.00735616923636638,0.00659099231050897,1.84231680302839e-18,0
"MEKBOOH",0.000348703419044719,0.00048334498476828,0.0002040577224856,0.962202881166255,0,0.0162947754490517,0,6.35780256184567e-18,1.6735195900015e-10
"MGLYOOB",8.02119659683934e-05,4.28725177853905e-05,0.000120325807949796,0.974998383475225,0,0.00536096758920233,0.00805565726839985,6.53873563866095e-11,4.69178485184724e-10
"HO13C4OOH",4.96049077284183e-05,3.71488096241806e-05,6.29865182066816e-05,0.950616376898161,1.89501735541741e-21,0.00977260146574925,0,7.46972055561232e-18,0
"MGLYOOA",0.000598471672062062,0.00038878582144123,0.000823737590195501,0.906893936299452,0,0.00562489567857303,0.00292932991578176,4.49058525313321e-12,4.06143125459976e-09
"PECOOH",0.000277251046131712,0.000502827997954115,3.49132869955331e-05,0.896993990290274,0,0.00997964009501054,0,1.19913789995585e-18,1.32438499709454e-18
"INCNO3",0.000312348131158853,0.000283322470536715,0.000343530454954744,0.940212514493337,0,0.00742659324144583,0.0263639692420359,1.84231680302839e-18,5.55795787664859e-12
"PERPROACID",0.000442857231488664,0.000802738552909999,5.62360262474643e-05,0.906498257342432,0,0.0422955679256833,0,3.4568807793645e-18,3.68147144109442e-17
"INB1O",0.00177300520751747,0.000233337312652973,0.00342707342876525,0.810956327443085,0,0.00630660544270139,0.00366166239472721,1.07808627820968e-14,3.07375245368103e-10
"HO3C3CO3",7.46048419900355e-05,5.76089278504808e-05,9.28635856860371e-05,0.95122626913147,0,0.0165431906119375,0.027462467960454,2.93366883616914e-11,3.07502580338073e-15
"CH3CHOO",6.49158019261824e-05,4.82794910104637e-05,8.27882231777209e-05,0.949315800271968,0,0.00648352558666381,0.00878798974734529,4.15633515415026e-11,1.12013979215403e-10
"INB2OOH",0.000974355065824097,0.000912839488991863,0.00104044136994807,0.892822908593441,2.10008245538832e-21,0.0121137504747044,0,6.91376155872899e-18,1.22511821742996e-11
"INCNCHO",0.000145515002700574,0.000103029575635945,0.000191157179827304,0.974243651558983,0,0.00738371035265647,0.0186744782131088,1.13071375650735e-15,2.60823997682892e-10
"INANPAN",4.30169460731014e-05,4.16970450741682e-05,4.44349182895845e-05,0.911688084998812,1.23367706631563e-22,0.0084792777101765,0,3.4568807793645e-18,0
"CH3O2NO2",0.529047284272864,0.510751961148511,0.548701985574611,0.00247859888886659,0.875277532863489,0.275668201160569,0,1,0.00498216231513552
"INCNCO3",0.000140533723332074,0.00011687111306016,0.000165954511680714,0.952285697436602,4.12952447334872e-22,0.0159217223949844,0.0106188209447089,3.58137105370147e-14,2.23837388569248e-18
"HMACO3H",0.000125022810329586,0.00018036511183032,6.55684679298995e-05,0.96325937052527,0,0.00753248307335918,0,7.65027239237794e-10,5.51732711080303e-07
"IBUTALOH",8.9002182025488e-05,9.58780320159433e-05,8.16154429753243e-05,0.971797753579769,3.06168957373638e-22,0.00907854918995776,0.0278286341999268,1.35435918599004e-13,2.85837625492409e-10
"C32OH13CO",4.47365463240444e-05,2.87929931215908e-05,6.18647366135957e-05,0.978743934331683,0,0.00635589785838002,0.00146466495789088,6.96491917386386e-19,2.63252304603319e-10
"CH3CO3H",0.0347386692072871,0.0644148075284457,0.00285753595114283,0.315134005797271,1.14584202731948e-16,0.204145358409812,0,1.66260520890121e-05,2.59461571202819e-05
"DIEKBO",7.10884392914788e-05,9.02805166581845e-05,5.04703531588257e-05,0.941701967332045,0,0.0173943740033073,0.0538264372024899,0,0
"HIEB1O2",0.000123868701605814,0.000114537335941317,0.000133893405931966,0.939848968096424,4.25124456839919e-21,0.00971934359344276,0.0142804833394361,6.96491917386386e-19,0
"C57O",0.0133932846027997,0.000272611374323597,0.0274888494327132,0.0908259908429707,1.02166959550306e-21,0.0205308687450858,0.0161113145367997,6.91376155872899e-18,1.72204841794975e-07
"CH3C2H2O2",0.0200890369077208,0.00166697193281926,0.0398798972266133,0.871983550225368,0,0.013703877227044,0.0131819846210179,2.00515790207879e-10,0.000235282126842918
"MVKOHAO",5.96558887970417e-05,5.75864109021051e-05,6.18791329343045e-05,0.962418833530458,0,0.0117861970648826,0.00329549615525449,2.39827579991171e-18,5.20501077951204e-07
"H1CO23CHO",2.98272084197827e-05,0,6.18706365774107e-05,0.980435018314075,0,0.00534980099651861,0,1.19913789995585e-18,4.0400301183728e-10
"HO3C4O",5.96578048472014e-05,5.7587862435184e-05,6.18815480160698e-05,0.965855953880117,6.03841827119911e-21,0.0133868228593356,0.0146466495789088,0,5.2052139241029e-07
"INB1HPCHO",0.000447227550570663,0.000776201750313179,9.38099264067146e-05,0.968357836705383,4.77623475521938e-22,0.00924248437571591,0.00805565726839985,1.26163368593272e-13,3.29750079055503e-10
"CO2C3CO3",0.000637777126422839,0.000448427712123514,0.000841195571367396,0.951032363978031,0,0.0404775593185963,0.0790919077261076,8.2351885703579e-11,2.02522528802872e-13
"CO2N3PAN",0.000782625192029742,0.000750815289596046,0.000816798632232052,0.936651365501777,1.34536265741793e-21,0.0103722891548532,0,5.93482328967809e-12,4.62406319863642e-10
"ISOPBNO3",0.00691509800772174,0.00535182342705682,0.00859452693754941,0.610764509302684,0,0.00946251413705987,0.0794580739655804,2.61474732019621e-15,1.449147426485e-05
"CH3CHOOA",0.000158663033726179,0.000109986738689382,0.00021095607238536,0.958646087781843,2.99086304668915e-21,0.00542489860168703,0.0208714756499451,4.28142069620754e-10,4.39701471174575e-07
"MMALNACO3",0.00038950135395872,0.00038179556179516,0.000397779701503536,0.913845625501767,0,0.0169861094324578,0.0179421457341633,2.46659802559229e-13,2.00237053773485e-16
"INB2O",0.00038036527690178,8.20015116797336e-05,0.000700898051581124,0.919167065770259,1.72528511613793e-21,0.00608870382697128,0.0585865983156353,9.78299158701329e-16,1.11918694284624e-18
"C4CHOBO2",0.000123778800842739,7.70456507786352e-05,0.000173984315069326,0.960796445268828,0,0.00983626741710891,0.0585865983156353,2.15666903829206e-14,0
"C5PAN9",2.99168059296188e-05,2.88830219933018e-05,3.10274020279084e-05,0.942804818042722,6.27227103219904e-23,0.00938723826382542,0,1.19913789995585e-18,1.32438499709454e-18
"C5PAN8",2.98485720985948e-05,2.88214774698183e-05,3.0951981860752e-05,0.941323126370663,0,0.00972144147834123,0,5.71462365877314e-18,0
"NBUTOLAO",5.97918826243575e-05,5.76037149756095e-05,6.21426353955419e-05,0.965352511817779,7.8347576162616e-21,0.0101293938382218,0.0281948004393995,0,5.22717548948923e-07
"HOC2H4CHO",0.00018603917462158,0.000268879920296151,9.7043200033933e-05,0.984741566631964,0,0.0658778522661897,0.351885756133284,4.07251015617874e-11,2.31144647839487e-10
"HO13C5OOH",2.98263235678852e-05,2.87967560000654e-05,3.09323900132779e-05,0.949648088184308,5.11810575135615e-22,0.0085729890028063,0,3.4568807793645e-18,0
"C5PAN1",6.52198403774227e-05,6.95751955246526e-05,6.05408738513882e-05,0.918332421368007,4.87656192040791e-21,0.0122773007802484,0,0,0
"IECCO3H",7.73053641367221e-05,0.000118735602686096,3.27967780891676e-05,0.931480301729242,1.64562051499928e-21,0.0116499807472087,0,7.95924631451798e-16,1.52169029206944e-12
"C5PAN2",5.64409870427317e-05,5.57340748188297e-05,5.72004242230925e-05,0.922304697728839,1.0107684750722e-21,0.00991925419336547,0,1.19913789995585e-18,0
"HC4ACHO",0.0043821984130558,0.000158369112297319,0.00891986646579826,0.967655569010475,0,0.00813391513130789,0.0596850970340535,4.23017930385904e-15,7.26495651325399e-10
"CH4",0.135808322279385,4.50317418967162e-05,0.281659089993063,0.92711544104105,0,0.00640726022106416,0,3.87673948706892e-11,0.00255743799142494
"HMGLYOO",3.03115860642447e-05,2.92637017559962e-05,3.1437330219591e-05,0.959818258552617,0,0.00681930912451925,0.000366166239472721,2.48702369545862e-14,3.32247205330365e-15
"HCOCO3",0.00574246741323285,0.0074226884894969,0.00393740263517973,0.724037778618115,0,0.0537160689829229,0.255950201391432,2.06909808454372e-07,7.25492557791359e-09
"NC4CO3",0.00026502571120918,0.000252155945007652,0.000278851726130864,0.974315048197077,2.61610387689893e-21,0.0233912518677538,0.0124496521420725,9.28842724576808e-14,2.66054770961399e-10
"HO2C5O2",0.000253774458721749,0.000255577303057361,0.000251837659537108,0.956766911392651,0,0.0177473809692245,0.0955693885023801,9.76137032689631e-18,0
"HCOCH2O2",0.000823988913595521,0.000925889383725869,0.000714517039865471,0.961832724254757,0,0.0455885584022352,0.514463566459172,2.61058922584344e-09,6.36666482508884e-11
"NO3CH2CO3",0.00157103876935685,0.00111931914408973,0.00205632204347102,0.968423402769674,1.60129534937705e-21,0.0337295549899467,0.0487001098498718,2.25978435837988e-10,4.86788752968523e-06
"MMALNACO3H",0.000168260132193747,0.000209503597038363,0.000123952197501354,0.939703443388797,4.74675578502904e-24,0.0129952417029853,0.00659099231050897,1.91492718673354e-16,5.56567834102985e-10
"A2PANO",2.98243643163886e-05,2.87929928022766e-05,3.09323687448002e-05,0.954310985401287,1.15706170431677e-21,0.00791656287447474,0.00732332478945441,1.19913789995585e-18,2.95930827310869e-12
"C2H5O",0.00170449806717041,0.000332218880363902,0.00317874027300414,0.94037413592866,0,0.0228345071686722,0,1.55080204125816e-14,3.34871621667777e-09
"PEBOOH",0.000561499134566886,0.000904369798452465,0.000193152511880974,0.883511742647891,0,0.0219552047791762,0,5.21197767620367e-18,0
"CONM2CO3",0.000370483144338813,0.000209850806526055,0.00054305077802595,0.936587671334991,0,0.012879495991225,0.00146466495789088,1.08490903158147e-13,1.06504404485648e-09
"HO2CO4C5",4.55606405561618e-05,3.03669136879563e-05,6.18832909529405e-05,0.962952677184861,0,0.00594210865363004,0.0120834859025998,2.95423479679503e-18,1.18415134574858e-10
"DIEKAO2",0.000247482539420029,0.000218446340674975,0.000278676184341914,0.937061149141431,0,0.013138866324678,0.0109849871841816,3.20287238683623e-15,0
"PROPALO",4.47566102332142e-05,2.88059062901984e-05,6.18924825772928e-05,0.981879212777939,4.03785921873979e-23,0.00870340409183906,0,1.40641768877538e-14,2.49363924427424e-10
"DIEKAOOH",0.000159791589864059,0.000170599072047908,0.000148181090683273,0.956628440100373,6.26039042094547e-22,0.0126946013075271,0,0,3.36738264580774e-11
"PRONO3BO2",8.95786597627478e-05,5.77594948531274e-05,0.000123762050661002,0.947060411248986,0,0.00840346667087947,0.0252654705236177,1.12702218159649e-10,2.09174946298239e-17
"C58NO3PAN",0.000349572683701115,0.000353259231840024,0.00034561221784805,0.712205376650615,1.97678903344294e-21,0.0133106810062661,0,2.52084019132e-15,0
"HCOCO2H",0.000490604238079023,0.000544986238351655,0.000432181549160927,0.959078194591288,0,0.0217530093460996,0.00109849871841816,6.16899978469811e-12,3.02721506447942e-09
"ETHENO3O2",8.94736144383106e-05,5.75867638958457e-05,0.000123729720143892,0.958322970234335,0,0.00985662867446115,0.0483339436103991,2.93918174779878e-11,2.0083759418054e-15
"HIEPOXB",0.000177846743642036,0.000157254847012738,0.000199968658337631,0.893417770819282,2.28693540638884e-21,0.00835421298537723,0.0318564628341267,5.21197767620367e-18,0
"HCHO",0.328261226692667,0.522558957935012,0.119526795208799,0.982978670529722,0.173630231854689,0.5085939926568,0.0150128158183815,0.0149055161290416,8.37225272857409e-07
"HMVKAO2",0.0203067981026156,0.026348087246296,0.0138166293972335,0.845833263748605,0,0.00852792358921955,0.0168436470157451,2.14465743211522e-07,1.82181169235626e-14
"CONM2CO2H",0.000110224490410298,0.000132876162166577,8.58897552799698e-05,0.970120326457957,2.76626665280833e-22,0.0130975573952171,0.153789820578543,1.19431925151761e-13,3.00807339291524e-10
"MEKCOH",6.05824376122007e-05,5.92615354655659e-05,6.20014853636112e-05,0.965185774445184,1.53879503946762e-21,0.0107680583518518,0.147564994507506,0,5.21530258487258e-07
"MACRNO3",0.00221666069529672,0.00146059238079912,0.00302890635962092,0.954838151752293,2.37537477098635e-22,0.0485152367884474,0.19516660563896,2.27492440121475e-08,5.42405302956819e-09
"INAHCHO",3.01202905300347e-05,0,6.24785773701106e-05,0.978774005571739,0,0.00534980099651861,0,1.19913789995585e-18,2.18817547539087e-10
"PEAO",8.19641065490294e-05,9.02862442751759e-05,7.30236177646753e-05,0.93676056386913,0,0.0153090083314429,0.114610032954962,6.91376155872899e-18,0
"H13CO2CO3H",4.76293434756772e-05,6.24767152373401e-05,3.16787830451242e-05,0.944093469646079,0,0.0104725536173457,0,3.4568807793645e-18,3.34862282234544e-15
"CO23C5",0.000246162981602477,5.84209836349011e-05,0.000447854576047956,0.927043068888462,3.02596582981146e-21,0.00760963197125521,0.0117173196631271,2.39827579991171e-18,8.55940125556284e-10
