name,PAN,Carb. Acid,Per. Acid,Hydro peroxide,Nitrate,Aldehyde,Ketone,Alcohol,Alkoxy rad,Peroxalkyl rad,Peroxyacyl rad,No functional,nogroups
HCOCH2OOH,0,0,0,0,0,1,0,0,0,0,0,6,0
CO2C3CO3H,0,0,1,0,0,0,2,0,0,0,0,14,0
C85CO3,0,1,0,0,0,0,2,0,0,0,0,25,0
C85OOH,0,0,0,0,0,0,1,0,0,0,0,18,0
HO13C4NO3,0,0,0,0,1,0,0,1,0,0,0,16,0
C7PAN3,0,0,0,0,1,1,3,0,0,0,0,32,0
PPN,1,0,0,0,1,0,1,0,0,0,0,16,0
MEKAO2,0,0,0,0,0,0,1,0,0,0,0,12,0
HOC2H4CHO,0,0,0,0,0,1,0,0,0,0,0,6,0
NC71O,0,0,0,0,1,1,1,0,0,0,0,30,0
C109CO,0,0,0,0,0,2,1,0,0,0,0,22,0
NBUTOLAOH,0,0,0,0,0,0,0,1,0,0,0,8,0
NO3CH2CO3H,0,0,0,0,1,0,1,0,0,0,0,16,0
HO12CO3C4,0,0,0,0,0,0,1,1,0,0,0,12,0
C812OOH,0,1,0,0,0,0,1,0,0,0,0,22,0
SO3,0,0,0,0,0,0,0,0,0,0,0,0,1
SO2,0,0,0,0,0,0,0,0,0,0,0,0,1
C86O2,0,0,0,0,0,1,1,0,0,0,0,24,0
C813O2,0,1,0,0,0,0,2,0,0,0,0,28,0
HO2C3CHO,0,0,0,0,0,1,0,1,0,0,0,9,0
HOCH2CO3H,0,0,1,0,0,0,1,0,0,0,0,9,0
C2H5NO3,0,0,0,0,1,0,0,0,0,0,0,10,0
C721O,0,0,0,0,0,0,1,0,0,0,0,19,0
C810OH,0,0,0,0,0,2,0,0,0,0,0,19,0
H1C23C4OOH,0,0,0,0,0,0,2,0,0,0,0,15,0
C2H5O2,0,0,0,0,0,0,0,0,0,1,0,6,0
H3C2C4CO3,0,1,0,0,0,0,2,1,0,0,1,20,0
CH3OH,0,0,0,0,0,0,0,0,0,0,0,2,0
HO3C5O2,0,0,0,0,0,0,0,1,0,1,0,12,0
BIACETO2,0,0,0,0,0,0,2,0,0,1,0,16,0
C84O2,0,0,0,0,0,0,2,0,0,1,0,22,0
C722OOH,0,1,0,0,0,1,1,0,0,0,0,22,0
O3,0,0,0,0,0,0,0,0,0,0,0,0,1
CH3COCH2O,0,0,0,0,0,0,1,0,1,0,0,10,0
PERBUACID,0,0,1,0,0,0,1,0,0,0,0,10,0
OCTNO3,0,0,0,0,1,0,0,0,0,0,0,18,0
HO34CO6C8,0,0,0,0,0,0,1,1,0,0,0,18,0
CO346C8,0,0,0,0,0,0,3,0,0,0,0,20,0
C82O2,0,0,0,0,0,0,1,1,0,1,0,21,0
C721OOH,0,1,0,0,0,0,1,0,0,0,0,18,0
C2H5CO3,0,1,0,0,0,0,1,0,0,0,1,11,0
OCT3ONE,0,0,0,0,0,0,1,0,0,0,0,12,0
C4OHPAN,1,0,0,0,1,0,1,1,0,0,0,21,0
APINCO,0,0,0,0,0,0,0,0,0,0,0,21,0
HO3C4CHO,0,0,0,0,0,1,0,1,0,0,0,10,0
C108NO3,0,0,0,0,1,1,2,0,0,0,0,34,0
NBUTOLAOOH,0,0,0,0,0,0,0,0,0,0,0,9,0
C811O,0,1,0,0,0,0,1,0,0,0,0,20,0
C9PAN2,0,0,0,0,0,0,2,0,0,0,0,30,0
HO4C5CO3H,0,0,1,0,0,0,1,1,0,0,0,15,0
C413COOOH,0,0,0,0,0,1,1,0,0,0,0,12,0
C84OH,0,0,0,0,0,0,2,1,0,0,0,19,0
OH,0,0,0,0,0,0,0,0,0,0,0,0,1
BIACETOH,0,0,0,0,0,0,2,0,0,0,0,13,0
CH3O2,0,0,0,0,0,0,0,0,0,1,0,5,0
C81O,0,0,0,0,0,0,1,1,0,0,0,20,0
C51OH2CO,0,0,0,0,0,0,1,0,0,0,0,10,0
C2H5OH,0,0,0,0,0,0,0,0,0,0,0,3,0
C312COPAN,1,0,0,0,1,1,2,0,0,0,0,23,0
APINENE,0,0,0,0,0,0,0,0,0,0,0,13,0
C4CHOBOOH,0,0,0,0,0,1,0,0,0,0,0,11,0
C721CO3,0,2,0,0,0,0,2,0,0,0,0,25,0
C51O,0,0,0,0,0,0,1,0,0,0,0,15,0
HOC3H6CO3,0,1,0,0,0,0,1,0,0,0,1,13,0
HO2C4CO3,0,1,0,0,0,0,1,0,0,0,0,16,0
C516O2,0,1,0,0,0,0,2,0,0,1,0,21,0
C5OH2CO4O2,0,0,0,0,0,0,1,0,0,0,0,16,0
HYPROPO2,0,0,0,0,0,0,0,0,0,1,0,10,0
HO2C4O,0,0,0,0,0,0,0,0,0,0,0,10,0
MEKANO3,0,0,0,0,1,0,1,0,0,0,0,16,0
C721CHO,0,1,0,0,0,1,1,0,0,0,0,19,0
HOCO3C5OOH,0,0,0,0,0,0,1,0,0,0,0,14,0
CO3C4CO3,0,1,0,0,0,0,2,0,0,0,1,17,0
PEAOH,0,0,0,0,0,0,0,0,0,0,0,6,0
CO2C5OH,0,0,0,0,0,0,1,0,0,0,0,10,0
IC3H7NO3,0,0,0,0,1,0,0,0,0,0,0,13,0
HO1CO24C5,0,0,0,0,0,0,2,0,0,0,0,14,0
NAPINAO2,0,0,0,0,1,0,0,0,0,0,0,28,0
PEAO2,0,0,0,0,0,0,0,0,0,1,0,9,0
HOC2H4CO3H,0,0,1,0,0,0,1,0,0,0,0,10,0
BIACETO,0,0,0,0,0,0,2,0,1,0,0,15,0
C89OOH,0,0,0,0,0,1,0,0,0,0,0,16,0
PBN,1,0,0,0,1,0,1,0,0,0,0,17,0
C89CO2,0,0,0,0,0,1,1,0,0,0,0,22,0
C89CO3,0,1,0,0,0,1,1,0,0,0,1,23,0
PROLNO3,0,0,0,0,1,0,0,1,0,0,0,14,0
NC61CO3,0,1,0,0,1,1,3,0,0,0,1,37,0
H2,0,0,0,0,0,0,0,0,0,0,0,0,1
HO1CO34C5,0,0,0,0,0,0,2,0,0,0,0,14,0
C721CO3H,0,1,0,0,0,0,2,0,0,0,0,23,0
C810O2,0,0,0,0,0,2,0,0,0,0,0,22,0
CO2C3CO3,0,1,0,0,0,0,2,0,0,0,1,16,0
HO1CO3C4O2,0,0,0,0,0,0,1,0,0,1,0,13,0
CHOCOCH2O2,0,0,0,0,0,1,1,0,0,0,0,13,0
C614CO,0,0,0,0,0,0,3,0,0,0,0,19,0
HO36C8,0,0,0,0,0,0,0,2,0,0,0,14,0
HOC2H4CO3,0,1,0,0,0,0,1,0,0,0,1,12,0
C2H5OOH,0,0,0,1,0,0,0,0,0,0,0,4,0
CO23C4CHO,0,0,0,0,0,1,2,0,0,0,0,15,0
NO,0,0,0,0,0,0,0,0,0,0,0,0,1
C722O,0,1,0,0,0,1,1,0,0,0,0,23,0
HO2C4NO3,0,0,0,0,1,0,0,1,0,0,0,15,0
HOCO3C4OOH,0,0,0,1,0,0,1,0,0,0,0,11,0
NO3CH2CHO,0,0,0,0,1,1,0,0,0,0,0,12,0
C813OH,0,1,0,0,0,0,2,0,0,0,0,25,0
C514OH,0,0,0,0,0,2,0,1,0,0,0,12,0
HO4C5CO3,0,1,0,0,0,0,1,1,0,0,1,17,0
EGLYOX,0,0,0,0,0,1,1,0,0,0,0,10,0
CH3CO2H,0,1,0,0,0,0,1,0,0,0,0,7,0
C89CO2H,0,1,0,0,0,1,1,0,0,0,0,20,0
HO13C4O2,0,0,0,0,0,0,0,1,0,1,0,12,0
C717O,0,0,0,0,0,1,2,0,0,0,0,22,0
CO2C3CHO,0,0,0,0,0,1,1,0,0,0,0,10,0
C81O2,0,0,0,0,0,0,1,1,0,1,0,21,0
PINALO2,0,0,0,0,0,1,1,0,0,1,0,26,0
HOC3H6CO2H,0,1,0,0,0,0,1,0,0,0,0,10,0
C614OOH,0,0,0,0,0,0,2,0,0,0,0,19,0
CO23C3CHO,0,0,0,0,0,1,2,0,0,0,0,14,0
HMVKAO,0,0,0,0,0,0,1,1,1,0,0,14,0
HCOCH2CO3H,0,0,0,0,0,1,1,0,0,0,0,11,0
CO3C4CO3H,0,0,1,0,0,0,2,0,0,0,0,15,0
PERPINONIC,0,0,0,0,0,0,2,0,0,0,0,24,0
PINIC,0,1,0,0,0,0,2,0,0,0,0,23,0
C812O,0,1,0,0,0,0,1,0,0,0,0,23,0
C85O,0,0,0,0,0,0,1,0,0,0,0,19,0
NBUTOLBO2,0,0,0,0,0,0,0,0,0,1,0,11,0
H1C23C4O,0,0,0,0,0,0,2,0,0,0,0,16,0
C85O2,0,0,0,0,0,0,1,0,0,0,0,20,0
C511O2,0,0,0,0,0,1,1,0,0,1,0,17,0
H3C2C4PAN,0,0,0,0,0,0,2,1,0,0,0,25,0
PROPOLNO3,0,0,0,0,1,0,0,0,0,0,0,14,0
C106OH,0,0,0,0,0,1,2,0,0,0,0,27,0
HO3C86O2,0,0,0,0,0,0,0,1,0,0,0,17,0
CHOCOCH2O,0,0,0,0,0,1,1,0,0,0,0,12,0
CO2C4CO3,0,1,0,0,0,0,2,0,0,0,1,17,0
C89O2,0,0,0,0,0,1,0,0,0,1,0,18,0
C621O2,0,0,0,0,0,0,2,0,0,1,0,22,0
HOC3H6CHO,0,0,0,0,0,1,0,0,0,0,0,7,0
C108O2,0,0,0,0,0,1,2,0,0,0,0,30,0
C720NO3,0,0,0,0,0,0,0,1,0,0,0,21,0
HO2,0,0,0,0,0,0,0,0,0,0,0,0,1
C3H7CO3,0,1,0,0,0,0,1,0,0,0,1,12,0
C108OOH,0,0,0,0,0,1,2,0,0,0,0,28,0
C83O2,0,0,0,0,0,0,3,0,0,1,0,26,0
NAPINBO2,0,0,0,0,1,0,0,0,0,0,0,28,0
C920O,0,0,0,0,0,0,1,0,1,0,0,21,0
H3C2C4CO3H,0,0,1,0,0,0,2,1,0,0,0,18,0
C108OH,0,0,0,0,0,1,2,0,0,0,0,27,0
C721PAN,0,1,0,0,0,0,2,0,0,0,0,30,0
CH3COCH2O2,0,0,0,0,0,0,1,0,0,1,0,11,0
C89OH,0,0,0,0,0,1,0,1,0,0,0,15,0
NO3CH2PAN,0,0,0,0,2,1,0,0,0,0,0,23,0
C516OOH,0,1,0,0,0,0,2,0,0,0,0,19,0
C716OOH,0,0,0,0,0,1,2,0,0,0,0,21,0
C106O2,0,0,0,0,0,1,2,0,0,0,0,30,0
HO3C4CO3H,0,0,1,0,0,0,1,1,0,0,0,14,0
CO13C3CO2H,0,1,0,0,0,1,2,0,0,0,0,15,0
NBUTOLAO2,0,0,0,0,0,0,0,0,0,0,0,11,0
NORPINIC,0,1,0,0,0,0,2,0,0,0,0,22,0
